gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,tier,z_track_b,p_track_b,q_track_b,p_combined
PNKP,690,558,38.83511734008789,0.09428483,3.7186820997322716,0.00010013244824458069,0.08917058022622659,19,1,5,0.008409076,25,19,0.0009725408,0.06918723,0.057451315,0.024250513,0.058965683,Tier 2: Physiological Homeostasis Modifier,3.7186820997322716,0.00010013244824458069,0.08917058022622659,0.00010013244824458069
NUP62,685,618,41.266151428222656,0.0940845,3.7043740131600944,0.0001059566988081703,0.08963936719171209,20,0,4,0.004324056,268,20,0.008891454,0.05028979,-0.00024164934,0.035830304,0.11560942,Tier 2: Physiological Homeostasis Modifier,3.7043740131600944,0.0001059566988081703,0.08963936719171209,0.0001059566988081703
IL18BP,699,213,41.348026275634766,0.09197457,3.6069899416853946,0.00015488483172183346,0.11610766129704633,21,0,4,0.0033279909,637,21,-0.0013430114,0.01909374,0.0013276516,0.11975015,0.066832855,Background,3.6069899416853946,0.00015488483172183346,0.11610766129704633,0.00015488483172183346
SLC25A34,694,305,38.36668014526367,0.09200159,3.6046211578669385,0.0001563042957949001,0.11610766129704633,22,0,4,0.0020175262,6595,22,0.0011606272,0.053355657,9.601936e-06,0.15127164,-7.570349e-05,Background,3.6046211578669385,0.0001563042957949001,0.11610766129704633,0.0001563042957949001
UNC5CL,702,555,39.967323303222656,0.09183616,3.602098153900743,0.0001578295632288455,0.11610766129704633,23,1,5,0.0021602404,5269,23,0.00042453728,0.040415496,0.00010577217,0.16393122,0.00047488138,Background,3.602098153900743,0.0001578295632288455,0.11610766129704633,0.0001578295632288455
TTK,695,879,42.63650894165039,0.089870065,3.495834154737025,0.0002362911621017013,0.16208362231534315,24,1,5,0.0034504437,583,24,0.0012632709,0.0366281,5.573081e-05,0.038191997,0.12481648,Background,3.495834154737025,0.0002362911621017013,0.16208362231534315,0.0002362911621017013
TMEM123,692,256,41.37128448486328,0.08984161,3.492249559943473,0.00023948525755813113,0.16208362231534315,25,1,5,0.00446372,182,25,0.010190861,0.052929834,0.05586571,0.08188783,1.771748e-05,Background,3.492249559943473,0.00023948525755813113,0.16208362231534315,0.00023948525755813113
GPATCH4,580,423,41.16560363769531,0.09130369,3.4775571769292446,0.0002530025587534435,0.16464628054262556,26,0,4,0.004523014,157,26,0.015943035,-0.011098,0.072526485,0.048412956,0.078376785,Background,3.4775571769292446,0.0002530025587534435,0.16464628054262556,0.0002530025587534435
PURG,718,354,41.48253631591797,0.0885389,3.4427767897494554,0.0002878871624064429,0.17638218278722642,27,0,4,0.00365864,521,27,0.0021440357,0.07321314,-9.282166e-05,0.0430713,0.079643324,Background,3.4427767897494554,0.0002878871624064429,0.17638218278722642,0.0002878871624064429
SPP1,694,419,41.78230285644531,0.08875762,3.4379819395140165,0.00029303339295449945,0.17638218278722642,28,0,3,0.002349124,3347,28,0.009488998,0.03657482,-0.00040069595,0.15281264,-7.746741e-06,Background,3.4379819395140165,0.00029303339295449945,0.17638218278722642,0.00029303339295449945
ECSCR,583,237,41.229347229003906,0.09011039,3.4219989883767092,0.0003108127244515185,0.17638218278722642,29,0,4,0.0024403443,2344,29,7.450581e-09,0.06888658,0.04104028,0.091566175,0.0,Background,3.4219989883767092,0.0003108127244515185,0.17638218278722642,0.0003108127244515185
SCIMP,689,170,38.79425048828125,0.088479966,3.4203227821665267,0.0003127343666440185,0.17638218278722642,30,0,3,0.0024341838,2389,30,-0.0003917534,0.03412144,0.06164864,0.102712125,-0.00024324004,Background,3.4203227821665267,0.0003127343666440185,0.17638218278722642,0.0003127343666440185
CD84,664,373,41.871299743652344,0.08842837,3.4003833164494224,0.00033645724346627846,0.18364053417578813,31,0,3,0.0017895873,10063,31,-0.00046107895,0.07303229,-0.00022460055,0.12509078,0.00029449537,Background,3.4003833164494224,0.00033645724346627846,0.18364053417578813,0.00033645724346627846
OTX2,709,289,40.96053695678711,0.087255254,3.3704650242767373,0.0003752071568001152,0.1929463231721155,32,0,4,0.0030876845,818,32,0.0008405096,0.021071712,0.13098097,0.04224323,-2.7757138e-05,Background,3.3704650242767373,0.0003752071568001152,0.1929463231721155,0.0003752071568001152
RITA1,640,289,41.86612701416016,0.08815781,3.3696535319684773,0.00037631375086760114,0.1929463231721155,33,0,4,0.003899327,482,33,0.00363242,0.022069242,0.08445094,0.08708729,-0.00011304766,Background,3.3696535319684773,0.00037631375086760114,0.1929463231721155,0.00037631375086760114
SAMM50,681,472,41.839847564697266,0.08719925,3.3494216964144026,0.0004049022087495469,0.1995594647084177,34,0,4,0.002467014,2180,34,0.020461509,0.049405944,4.998874e-05,0.12531394,-0.0002479218,Background,3.3494216964144026,0.0004049022087495469,0.1995594647084177,0.0004049022087495469
SLC35E1,645,435,31.254709243774418,0.08757722,3.344066105946225,0.00041280031115807446,0.1995594647084177,35,0,4,0.0044511505,189,35,0.013896343,0.096197605,-0.00014328677,0.039001428,0.046876524,Background,3.344066105946225,0.00041280031115807446,0.1995594647084177,0.00041280031115807446
NUTM2G,215,515,47.41249084472656,0.100451335,3.332947451278149,0.00042965585388995986,0.2010008843280047,36,0,4,0.004644529,129,36,0.05567858,0.029748581,0.077328354,-0.010649919,0.07251039,Background,3.332947451278149,0.00042965585388995986,0.2010008843280047,0.00042965585388995986
GPX4,698,200,30.994857788085938,0.086540334,3.3266135726830415,0.00043954094090639325,0.2010008843280047,37,1,5,0.005063957,87,37,0.00926878,0.0962349,0.058711104,0.029090056,0.00020522252,Background,3.3266135726830415,0.00043954094090639325,0.2010008843280047,0.00043954094090639325
PRKAR1B,616,386,39.30897521972656,0.08724657,3.3068950900184966,0.00047168107440092384,0.21002220470693767,38,1,5,0.0063299527,48,38,0.0005202596,0.012671065,0.038396105,0.10273519,0.04076665,Background,3.3068950900184966,0.00047168107440092384,0.21002220470693767,0.00047168107440092384
DEFB136,700,89,42.100311279296875,0.085808136,3.2901659188464834,0.000500641613543409,0.21593062334999172,39,0,4,0.0021583084,5283,39,-0.0022046454,0.03032897,6.8506226e-05,0.16176179,0.0019181743,Background,3.2901659188464834,0.000500641613543409,0.21593062334999172,0.000500641613543409
ARID3A,632,644,41.503021240234375,0.08657288,3.284689386385736,0.000510474286879413,0.21593062334999172,40,0,4,0.002965099,941,40,0.0005689021,0.0654386,0.08301234,0.044575445,-1.2440607e-05,Background,3.284689386385736,0.000510474286879413,0.21593062334999172,0.000510474286879413
SPARC,696,312,39.17668533325195,0.085546404,3.2742489098110052,0.0005297162280738235,0.21860484339046568,41,0,4,0.0020589351,6054,41,0.000344067,0.037199013,-0.00019962154,0.15340987,0.0005342737,Background,3.2742489098110052,0.0005297162280738235,0.21860484339046568,0.0005297162280738235
TAF4,452,1242,40.88351821899414,0.08907138,3.2535418499755973,0.0005698796776506005,0.22939438160603443,42,0,4,0.004612808,133,42,0.032825522,0.05726202,-5.865097e-05,0.044505276,0.0646355,Background,3.2535418499755973,0.0005698796776506005,0.22939438160603443,0.0005698796776506005
FGF2,694,161,41.39659118652344,0.085041344,3.247080874515351,0.000582976265310844,0.22939438160603443,43,0,4,0.0020445844,6212,43,0.0012739402,0.03640616,2.830755e-05,0.1525073,-5.747378e-05,Background,3.247080874515351,0.000582976265310844,0.22939438160603443,0.000582976265310844
SIL1,692,489,37.956356048583984,0.0849167,3.2394788916860633,0.0005987416481698798,0.22993709643328247,44,0,4,0.0030245509,881,44,0.00074198586,0.018680524,-0.0005029123,0.048595957,0.12236397,Background,3.2394788916860633,0.0005987416481698798,0.22993709643328247,0.0005987416481698798
MTHFSD,681,392,41.46541976928711,0.08461884,3.2176119135031613,0.0006463129381953176,0.22993709643328247,45,1,5,0.0029214432,991,45,0.016957818,0.08314799,7.5420365e-05,0.08860955,0.0004227087,Background,3.2176119135031613,0.0006463129381953176,0.22993709643328247,0.0006463129381953176
PCDHGA4,396,1320,41.96136093139648,0.08959736,3.2166017790857295,0.0006485925663089674,0.22993709643328247,46,0,4,0.004658388,125,46,-0.037521474,0.064711094,0.069783166,0.07118818,0.03218482,Background,3.2166017790857295,0.0006485925663089674,0.22993709643328247,0.0006485925663089674
ATG3,700,318,38.158409118652344,0.084362075,3.215693519476289,0.0006506486214939666,0.22993709643328247,47,0,4,0.00323398,691,47,0.0011039316,0.039730754,0.12261787,0.025218435,-3.165379e-05,Background,3.215693519476289,0.0006506486214939666,0.22993709643328247,0.0006506486214939666
ETFBKMT,688,275,41.750511169433594,0.084446736,3.2129917632843084,0.0006568002834311451,0.22993709643328247,48,0,3,0.0023439822,3412,48,0.009242477,0.03385601,-0.00022293255,0.14605603,-0.000102961436,Background,3.2129917632843084,0.0006568002834311451,0.22993709643328247,0.0006568002834311451
SQSTM1,691,462,41.506221771240234,0.08433211,3.208886975136876,0.0006662493087823953,0.22993709643328247,49,0,4,0.0025040621,1988,49,0.01762435,0.03551217,-0.00021898467,0.13555391,0.00010089576,Background,3.208886975136876,0.0006662493087823953,0.22993709643328247,0.0006662493087823953
ANGPTL3,712,467,41.93397903442383,0.083987325,3.203227398166498,0.0006794831454884234,0.22993709643328247,50,0,4,0.002126664,5484,50,0.00050697266,0.045672577,0.0005173236,0.14110455,-8.754432e-08,Background,3.203227398166498,0.0006794831454884234,0.22993709643328247,0.0006794831454884234
RTP3,634,244,41.52836227416992,0.08473617,3.1942400875459254,0.0007009973348523757,0.2316731490189756,51,0,3,0.0024336893,2392,51,-0.0010752464,-0.0075630844,0.0417945,0.11251043,0.043809243,Background,3.1942400875459254,0.0007009973348523757,0.2316731490189756,0.0007009973348523757
CASP4,437,451,39.364013671875,0.087875985,3.1850283106847566,0.0007236992384086477,0.2316731490189756,52,0,4,0.0024565533,2230,52,0.06843484,0.07849212,-0.00023727305,0.049795564,1.1425465e-05,Background,3.1850283106847566,0.0007236992384086477,0.2316731490189756,0.0007236992384086477
CEP295,635,2839,44.789451599121094,0.08451528,3.1838359291241263,0.0007266868251235789,0.2316731490189756,53,1,5,0.0022070112,4997,53,0.00095267035,0.07725139,0.00030263793,0.110437825,3.738515e-05,Background,3.1838359291241263,0.0007266868251235789,0.2316731490189756,0.0007266868251235789
RBM17,695,402,41.10223388671875,0.083685435,3.178000679819162,0.0007414720156993628,0.2316731490189756,54,0,4,0.0030850514,820,54,0.0007631951,0.03675051,-0.00032101106,0.08760508,0.06232857,Background,3.178000679819162,0.0007414720156993628,0.2316731490189756,0.0007414720156993628
SLC33A1,710,578,41.289276123046875,0.08338603,3.170998782406249,0.0007595788995413473,0.2316731490189756,55,0,4,0.002384306,2875,55,0.011120988,0.04297269,1.5924219e-05,0.13272029,-0.00037309714,Background,3.170998782406249,0.0007595788995413473,0.2316731490189756,0.0007595788995413473
MC3R,693,374,39.8863639831543,0.083518036,3.1682617487189333,0.0007667669234670587,0.2316731490189756,56,0,4,0.002051596,6133,56,0.00080161646,0.035823505,-6.7329034e-05,0.15001535,0.00017884001,Background,3.1682617487189333,0.0007667669234670587,0.2316731490189756,0.0007667669234670587
FGA,685,1086,42.43413543701172,0.08334668,3.154918928775167,0.000802713546576963,0.23827917908916163,57,0,4,0.0033076883,647,57,0.0012317193,0.035011206,-0.00017408747,0.035885014,0.114415,Background,3.154918928775167,0.000802713546576963,0.23827917908916163,0.000802713546576963
TEX101,676,277,40.981163024902344,0.082901336,3.1270502455419646,0.0008828487401681725,0.2539896290775762,58,0,3,0.0023145226,3925,58,0.0065235253,0.049745068,-0.00032306463,0.12971736,-0.00028989278,Background,3.1270502455419646,0.0008828487401681725,0.2539896290775762,0.0008828487401681725
FUT2,596,357,29.72857666015625,0.083861426,3.1261150365209915,0.0008856612361452126,0.2539896290775762,59,1,5,0.020026784,17,59,0.0077590584,0.012505374,0.037238337,0.08985716,0.040159926,Background,3.1261150365209915,0.0008856612361452126,0.2539896290775762,0.0008856612361452126
LTA4H,689,611,42.38103485107422,0.082597055,3.118772176147396,0.0009080316176205783,0.25583671925434087,60,0,4,0.0033767242,616,60,0.0013165537,0.052309282,-0.00016026758,0.07186702,0.059360065,Background,3.118772176147396,0.0009080316176205783,0.25583671925434087,0.0009080316176205783
PGLYRP3,582,368,40.46839141845703,0.08367872,3.1078793955824446,0.0009421747421059597,0.25583671925434087,61,0,4,0.004527641,155,61,0.052600387,0.034752663,0.07860839,0.021153368,-3.4831464e-06,Background,3.1078793955824446,0.0009421747421059597,0.25583671925434087,0.0009421747421059597
SOX12,635,393,28.116596221923828,0.08298218,3.1071494910460964,0.0009445042391997836,0.25583671925434087,62,1,5,0.0047697555,109,62,0.01331512,0.09174913,8.876342e-05,0.035583362,0.044817403,Background,3.1071494910460964,0.0009445042391997836,0.25583671925434087,0.0009445042391997836
RNF4,710,192,41.82465362548828,0.08210273,3.1046307437603025,0.0009525835291385032,0.25583671925434087,63,0,4,0.002378645,2961,63,0.0006527614,0.0011344431,0.13574983,0.04623627,-0.0001860056,Background,3.1046307437603025,0.0009525835291385032,0.25583671925434087,0.0009525835291385032
FAM163A,707,181,41.28730773925781,0.08197296,3.0963468416093924,0.0009796052259148094,0.2583279381841205,64,0,4,0.0026218211,1545,64,0.010669577,0.06149348,-0.0004710406,0.111349545,0.0002555307,Background,3.0963468416093924,0.0009796052259148094,0.2583279381841205,0.0009796052259148094
FNDC10,591,251,29.34331512451172,0.08317321,3.0891221962159356,0.0010037442580973514,0.2583279381841205,65,0,4,0.0045092884,162,65,0.020694498,0.036174566,-0.00016753003,0.090024546,0.039254867,Background,3.0891221962159356,0.0010037442580973514,0.2583279381841205,0.0010037442580973514
ANXA6,672,687,41.509315490722656,0.0820947,3.083732090543732,0.0010221079564678467,0.2583279381841205,66,0,4,0.0019939295,6951,66,0.00070583005,0.061913572,0.0,0.12083548,0.000114474446,Background,3.083732090543732,0.0010221079564678467,0.2583279381841205,0.0010221079564678467
RPP40,688,367,42.39371871948242,0.08191927,3.083492952582013,0.00102292977886147,0.2583279381841205,67,0,4,0.002817199,1128,67,0.0019021123,0.034853317,0.0015284801,0.14498699,-9.386055e-05,Background,3.083492952582013,0.00102292977886147,0.2583279381841205,0.00102292977886147
BECN2,585,490,39.90755081176758,0.08290365,3.072069364064594,0.0010629016014868334,0.26175953672738506,68,1,5,0.0034406758,586,68,0.0013579875,0.022903087,0.08382305,0.07725535,3.873557e-05,Background,3.072069364064594,0.0010629016014868334,0.26175953672738506,0.0010629016014868334
GPX3,707,227,34.30065155029297,0.08147821,3.0707919974810602,0.0010674591036755063,0.26175953672738506,69,0,4,0.0024053538,2639,69,0.0019199419,0.039830714,-3.1445175e-05,0.14005245,0.0004191585,Background,3.0707919974810602,0.0010674591036755063,0.26175953672738506,0.0010674591036755063
JPH3,648,777,37.495094299316406,0.08141157,3.0358692366891717,0.0011992167840103466,0.2898678283636438,70,0,4,0.0031325773,771,70,0.0008807746,0.02805597,-2.9637478e-05,0.105698034,0.047436688,Background,3.0358692366891717,0.0011992167840103466,0.2898678283636438,0.0011992167840103466
STX6,707,260,41.70281219482422,0.08057513,3.0241460780562712,0.0012466800776048882,0.2970961537052776,71,0,4,0.0021447937,5357,71,0.0010733926,0.08166176,0.00020965142,0.09758562,-0.00035896339,Background,3.0241460780562712,0.0012466800776048882,0.2970961537052776,0.0012466800776048882
BPI,655,494,39.92487716674805,0.08098663,3.0182812568511492,0.0012710642531468812,0.29870009948951703,72,1,5,0.007751844,26,72,0.0017959801,0.016269065,0.041416068,0.117545456,0.0040650107,Background,3.0182812568511492,0.0012710642531468812,0.29870009948951703,0.0012710642531468812
ARL13A,606,266,41.15675735473633,0.08134703,3.0086652405479284,0.001311990330299981,0.30056022936989896,73,1,5,0.009462001,22,73,0.007812623,0.0018484308,0.06569934,0.026339514,0.080197625,Background,3.0086652405479284,0.001311990330299981,0.30056022936989896,0.001311990330299981
PAPPA2,678,1841,42.4825553894043,0.08054704,3.0080829335594887,0.001314506913319889,0.30056022936989896,74,0,4,0.004464136,181,74,0.015837612,0.032485828,-0.00016976055,0.07757342,0.054381557,Background,3.0080829335594887,0.001314506913319889,0.30056022936989896,0.001314506913319889
PNMA8A,646,533,41.33323669433594,0.080634765,2.9956995093737824,0.0013690805706659203,0.3015745066067281,75,0,4,0.0033906796,610,75,0.0014031846,0.035146363,-0.00032788236,0.04754813,0.09653504,Background,2.9956995093737824,0.0013690805706659203,0.3015745066067281,0.0013690805706659203
FASLG,694,323,41.67803955078125,0.08009427,2.99295505199108,0.0013814521851563846,0.3015745066067281,76,0,3,0.0023207134,3810,76,0.009641994,0.017510537,-0.0002840613,0.15238556,-0.00015779957,Background,2.99295505199108,0.0013814521851563846,0.3015745066067281,0.0013814521851563846
CD300E,468,224,42.150630950927734,0.082937285,2.9903679711169833,0.0013932077863863539,0.3015745066067281,77,1,5,0.025105013,7,77,0.01085758,0.020125601,0.034137577,0.08480958,0.035523072,Background,2.9903679711169833,0.0013932077863863539,0.3015745066067281,0.0013932077863863539
SLC35B3,717,369,41.74771499633789,0.07980958,2.9893583492631737,0.0013978202037027649,0.3015745066067281,78,0,4,0.0015365626,13384,78,0.0013151269,-0.00050567277,0.0001321286,0.17744648,7.160567e-05,Background,2.9893583492631737,0.0013978202037027649,0.3015745066067281,0.0013978202037027649
MDK,677,148,26.417476654052734,0.08014616,2.9871276304316163,0.0014080606395940616,0.3015745066067281,79,1,5,0.0030678287,835,79,0.0006918423,0.033441946,0.10043734,0.04461857,2.2565946e-05,Background,2.9871276304316163,0.0014080606395940616,0.3015745066067281,0.0014080606395940616
UNC45A,685,947,42.086524963378906,0.07957291,2.961814824422578,0.0015291582756740373,0.3234169753050589,80,0,4,0.004481498,176,80,0.016787276,0.034440503,-0.00024801027,0.06915462,0.05779603,Background,2.961814824422578,0.0015291582756740373,0.3234169753050589,0.0015291582756740373
CCNO,708,392,36.910491943359375,0.0791491,2.950952663769863,0.0015839773182350627,0.32933708823129326,81,0,4,0.0028809821,1047,81,0.00046342154,0.06329076,-0.00021265214,0.04328349,0.07015777,Background,2.950952663769863,0.0015839773182350627,0.32933708823129326,0.0015839773182350627
ATOX1,704,71,42.0533561706543,0.07913956,2.948601189600262,0.0015960780871729344,0.32933708823129326,82,0,4,0.0021918712,5070,82,0.00262549,0.018777555,-6.571505e-05,0.15556973,5.4427423e-05,Background,2.948601189600262,0.0015960780871729344,0.32933708823129326,0.0015960780871729344
CAPRIN2,694,1140,41.69797897338867,0.07903513,2.9385481796321145,0.001648767005123685,0.33251194851066007,83,0,4,0.0020095005,6721,83,0.0006624765,0.018173285,0.0002074223,0.15768677,-2.0023435e-06,Background,2.9385481796321145,0.001648767005123685,0.33251194851066007,0.001648767005123685
HLA-DOB,606,277,40.61759185791016,0.079792194,2.9319869799638196,0.0016840043335135055,0.33251194851066007,84,0,4,0.0043543153,250,84,0.0119123515,0.025768109,-0.00028214883,0.099534705,0.041487753,Background,2.9319869799638196,0.0016840043335135055,0.33251194851066007,0.0016840043335135055
C3orf85,711,92,39.928192138671875,0.07872383,2.9303382049876645,0.0016929663307445177,0.33251194851066007,85,0,4,0.0019901602,7008,85,0.0005859905,0.013843613,0.00023707724,0.1625661,-0.0012009256,Background,2.9303382049876645,0.0016929663307445177,0.33251194851066007,0.0016929663307445177
OVGP1,467,961,41.9375114440918,0.08163207,2.9302464151634924,0.001693466532576471,0.33251194851066007,86,1,5,0.0031100165,798,86,0.0005243514,0.086384416,0.03612488,0.059386034,0.000115135685,Background,2.9302464151634924,0.001693466532576471,0.33251194851066007,0.001693466532576471
IGHA2,532,351,40.21923065185547,0.080600984,2.9272763356587013,0.0017097245579448834,0.33251194851066007,87,0,4,0.0045209536,158,87,0.030415447,0.022322346,0.0,0.056771763,0.07071971,Background,2.9272763356587013,0.0017097245579448834,0.33251194851066007,0.0017097245579448834
STIP1,704,545,40.45647811889648,0.078622065,2.921905112254172,0.001739487559949623,0.3344560172084957,88,1,5,0.0066603166,39,88,0.010183843,0.04025555,0.0006521875,0.056903612,0.067809105,Background,2.921905112254172,0.001739487559949623,0.3344560172084957,0.001739487559949623
ACSS2,689,718,41.51565933227539,0.07861514,2.9146642300359096,0.0017803570372172653,0.33745008813143806,89,0,4,0.004319171,272,89,0.009030552,0.034770187,-0.00095229084,0.07360454,0.05933579,Background,2.9146642300359096,0.0017803570372172653,0.33745008813143806,0.0017803570372172653
LOC124903450,557,796,41.96127700805664,0.07993088,2.910721594718176,0.0018029758267036314,0.33745008813143806,90,0,4,0.0027515758,1254,90,0.0003779335,0.095677786,0.06878316,0.013982952,-9.087473e-05,Background,2.910721594718176,0.0018029758267036314,0.33745008813143806,0.0018029758267036314
RMND1,698,476,41.37138748168945,0.07840971,2.9082398132295033,0.0018173474595529627,0.33745008813143806,91,1,5,0.0046377094,130,91,0.001554369,0.0005748342,0.059945703,0.049554322,0.0637002,Background,2.9082398132295033,0.0018173474595529627,0.33745008813143806,0.0018173474595529627
LIMK1,661,658,39.154842376708984,0.0786902,2.905243918440096,0.0018348349945681028,0.33745008813143806,92,0,4,0.0031722418,738,92,0.0009078658,0.07407196,-0.00039352104,0.051522333,0.04984799,Background,2.905243918440096,0.0018348349945681028,0.33745008813143806,0.0018348349945681028
MMP14,711,594,41.93470764160156,0.07791615,2.8885502977359097,0.0019351106352558773,0.346688148394496,93,0,4,0.0044649024,180,93,0.02166519,0.021013312,-6.940542e-05,0.058510892,0.07310581,Background,2.8885502977359097,0.0019351106352558773,0.346688148394496,0.0019351106352558773
