gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_rodents,delta_camelids,delta_bovids,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
SOX14,720,252,0.03155888244509697,28.759117126464844,0.029642712841849043,0.3086065649986267,1.0297318553397797e-13,7.261033535003662,6.684455871582031,245,28.759117126464844,0.25247761607170105,3,2,0.28586360740565775,0.28586360740565775,0.24739562768111473,0.0,0.038467979724543036,1.6394150190909855,1.6394150190909855,0.050563427908137684,0.9016809216775266,470,9.152335071231927e-12,2124,2.0594637106796654e-13,2.0594637106796654e-13,1.8304670142471057e-11,0.029642712841849043,0.029642712841849043,0.3086065649986267,13,Tier 0: Core Bottleneck Transducer
COX6C,705,77,0.11005913466215134,29.25392723083496,0.015532812939382917,0.30860647559165955,1.0685896612016561e-13,1.928046703338623,1.5055603981018066,13,9.682498931884766,0.1991269737482071,3,3,0.057673568549502174,0.057673568549502174,0.035772084331541394,0.012375356987228511,0.009526127230732269,-1.026066474492954,-1.026066474492954,0.8475698742008546,0.9950770824717093,13543,9.152335071231927e-12,2396,2.1371793224034263e-13,2.1371793224034263e-13,1.8304670142471057e-11,0.015532812939382917,0.015532812939382917,0.30860647559165955,14,Tier 0: Core Bottleneck Transducer
FYN,713,537,0.03484935313463211,37.318111419677734,0.008747491833024996,0.30860650539398193,1.0685896612016561e-13,2.365776538848877,1.925331473350525,11,10.037138938903809,0.2357022762298584,3,2,0.0673277745483015,0.0673277745483015,0.047119236195485484,0.0,0.020208538352816018,-2.2656461430417347,-2.2656461430417347,0.9882634712579315,0.9999549619648568,15365,9.152335071231927e-12,2311,2.1371793224034263e-13,2.1371793224034263e-13,1.8304670142471057e-11,0.008747491833024996,0.008747491833024996,0.30860650539398193,15,Tier 0: Core Bottleneck Transducer
SGF29,657,306,0.03434183821082115,37.603858947753906,0.009816854157346289,0.3318551480770111,1.0685896612016561e-13,4.032286167144775,2.9779739379882812,44,22.203371047973633,0.1816069334745407,3,3,0.10830284312355706,0.10830284312355706,0.03805270792087317,0.042977931114456296,0.027272204088227597,-2.1000389240932393,-2.1000389240932393,0.982137291388805,0.9999549619648568,15246,9.152335071231927e-12,1599,2.1371793224034263e-13,2.1371793224034263e-13,1.8304670142471057e-11,0.009816854157346289,0.009816854157346289,0.3318551480770111,16,Tier 0: Core Bottleneck Transducer
TRIB2,712,207,0.046881724148988724,42.70462417602539,0.008837486000461,0.30860650539398193,1.1074474670635323e-13,9.635987281799316,3.9092929363250732,72,31.224185943603516,0.30860650539398193,3,3,0.049858823801917834,0.049858823801917834,0.023996511999435505,0.011195196125586296,0.014667115676896032,-2.2493358807011457,-2.2493358807011457,0.9877544326745575,0.9999549619648568,15354,9.152335071231927e-12,2311,2.2148949341271873e-13,2.2148949341271873e-13,1.8304670142471057e-11,0.008837486000461,0.008837486000461,0.30860650539398193,17,Tier 0: Core Bottleneck Transducer
LEAP2,730,92,0.09398076683282852,41.526920318603516,0.018456801531244585,0.3059535324573517,1.1268763699944704e-13,8.241844177246094,3.380510091781616,61,26.938220977783203,0.3059535324573517,3,3,0.03733798607645464,0.03733798607645464,0.018141600506108944,0.012620066101760084,0.00657631946858561,-0.42242598950745164,-0.42242598950745164,0.6636429444052658,0.9409933502155811,11213,9.152335071231927e-12,2616,2.2531976284767552e-13,2.2531976284767552e-13,1.8304670142471057e-11,0.018456801531244585,0.018456801531244585,0.3059535324573517,18,Tier 0: Core Bottleneck Transducer
NOG,673,232,0.05438201501965523,27.74271583557129,0.013041502413663662,0.33333277702331543,1.1268763699944704e-13,3.1583521366119385,1.5434573888778687,145,9.475071907043457,0.33333277702331543,3,2,0.09391560632607303,0.09391560632607303,0.07629257234916335,0.0,0.017623033976909674,-1.5258512926865722,-1.5258512926865722,0.9364765483871459,0.9999549619648568,14602,9.152335071231927e-12,1527,2.2531976284767552e-13,2.2531976284767552e-13,1.8304670142471057e-11,0.013041502413663662,0.013041502413663662,0.33333277702331543,19,Tier 0: Core Bottleneck Transducer
UQCRH,717,93,0.07145915180444717,30.510976791381836,0.02287435374497469,0.360825777053833,1.1463052729254085e-13,1.4373760223388672,1.2541983127593994,56,7.842174053192139,0.18328794836997986,3,2,0.09589515941105725,0.08713387223656135,0.09366596688487278,-0.0087612871744959,0.0022291925261844724,0.3637136225420675,0.3637136225420675,0.3580359348917835,0.9016809216775266,6241,9.152335071231927e-12,923,2.2926105458509483e-13,2.2926105458509483e-13,1.8304670142471057e-11,0.02287435374497469,0.02287435374497469,0.360825777053833,20,Tier 0: Core Bottleneck Transducer
TIMM10B,690,110,0.07413963973522186,35.487972259521484,0.015706289803934233,0.37083762884140015,1.1657341758563465e-13,5.989727973937988,2.226177215576172,58,16.151887893676758,0.37083762884140015,3,3,0.06100811799670661,0.06100811799670661,0.017424591145644385,0.024948003206558954,0.018635523644503275,-1.0247240152229702,-1.0247240152229702,0.8472532858812438,0.994781217361673,13542,9.152335071231927e-12,809,2.330913240200516e-13,2.330913240200516e-13,1.8304670142471057e-11,0.015706289803934233,0.015706289803934233,0.37083762884140015,21,Tier 0: Core Bottleneck Transducer
LEPROT,719,134,0.06460516899824142,40.5579833984375,0.013380102295884514,0.40824824571609497,1.1851630787872844e-13,5.93246603012085,2.901989698410034,120,14.531516075134277,0.40824824571609497,3,3,0.0568093824020526,0.0568093824020526,0.026922637302579735,0.010469866254326556,0.019416878845146306,-1.3995945660076226,-1.3995945660076226,0.9191826189322743,0.9999549619648568,14385,9.152335071231927e-12,439,2.370326157574709e-13,2.370326157574709e-13,1.8304670142471057e-11,0.013380102295884514,0.013380102295884514,0.40824824571609497,22,Tier 0: Core Bottleneck Transducer
KPNA3,693,528,0.033783599734306335,38.246864318847656,0.012842733183643327,0.3536157011985779,1.2045919817182224e-13,4.062023162841797,1.9516429901123047,456,11.487112045288086,0.3536157011985779,3,3,0.2111794960830177,0.2111794960830177,0.0755151900776251,0.08535247023944735,0.05031183576594526,-1.5344175588393116,-1.5344175588393116,0.9375365196921123,0.9999549619648568,14615,9.152335071231927e-12,1032,2.408628851924277e-13,2.408628851924277e-13,1.8304670142471057e-11,0.012842733183643327,0.012842733183643327,0.3536157011985779,23,Tier 0: Core Bottleneck Transducer
PPP2R1A,689,596,0.03362802788615227,40.779354095458984,0.015210594105843061,0.40824800729751587,1.22402088464916e-13,2.3471004962921143,1.612068772315979,570,23.599546432495117,0.0994553193449974,3,3,0.15469908595977272,0.15469908595977272,0.11929659558511148,0.018619754668102367,0.016782735706558857,-1.115536944995167,-1.115536944995167,0.8676898021462274,0.9998725842053786,13796,9.152335071231927e-12,660,2.44804176929847e-13,2.44804176929847e-13,1.8304670142471057e-11,0.015210594105843061,0.015210594105843061,0.40824800729751587,24,Tier 0: Core Bottleneck Transducer
RNF2,709,344,0.03949957713484764,41.17491149902344,0.014119066610010748,0.3814370036125183,1.22402088464916e-13,3.8367257118225098,2.0469729900360107,280,10.058609008789062,0.3814370036125183,3,3,0.15451486262915695,0.15451486262915695,0.04712499942233804,0.06651926580438319,0.040870597402435725,-1.2782843931774694,-1.2782843931774694,0.899425415653371,0.9999549619648568,14159,9.152335071231927e-12,738,2.44804176929847e-13,2.44804176929847e-13,1.8304670142471057e-11,0.014119066610010748,0.014119066610010748,0.3814370036125183,25,Tier 0: Core Bottleneck Transducer
TMEM147,690,224,0.04384545981884003,41.60124588012695,0.009718627861136558,0.30860641598701477,1.22402088464916e-13,2.4960477352142334,1.3101093769073486,217,8.088126182556152,0.30860641598701477,3,2,0.052893581140211504,0.05274931739837188,0.04068553480146777,0.012208046338743735,-0.00014426374183962244,-2.098763527194027,-2.098763527194027,0.9820811242623476,0.9999549619648568,15244,9.152335071231927e-12,2503,2.44804176929847e-13,2.44804176929847e-13,1.8304670142471057e-11,0.009718627861136558,0.009718627861136558,0.30860641598701477,26,Tier 0: Core Bottleneck Transducer
CISD2,704,138,0.04868072643876076,23.93105697631836,0.01641749155210365,0.36763763427734375,1.243449787580098e-13,1.2721705436706543,0.8404542803764343,64,3.460392475128174,0.36763763427734375,3,2,0.141113228003878,0.141113228003878,0.06601140964090436,0.07510181836297361,0.0,-0.8663265120942575,-0.8663265120942575,0.8068444343612642,0.9805855082243371,13082,9.152335071231927e-12,837,2.486344463648038e-13,2.486344463648038e-13,1.8304670142471057e-11,0.01641749155210365,0.01641749155210365,0.36763763427734375,27,Tier 0: Core Bottleneck Transducer
MED27,700,282,0.053837619721889496,37.08612823486328,0.015346044019993708,0.30860647559165955,1.243449787580098e-13,3.2917675971984863,2.3917360305786133,19,37.08612823486328,0.08876007795333862,3,2,0.060173450237705345,0.060173450237705345,0.05303802154121188,0.0,0.007135428696493464,-1.0699795666958394,-1.0699795666958394,0.8576857468756763,0.9975134078848905,13670,9.152335071231927e-12,2396,2.486344463648038e-13,2.486344463648038e-13,1.8304670142471057e-11,0.015346044019993708,0.015346044019993708,0.30860647559165955,28,Tier 0: Core Bottleneck Transducer
OCM,688,109,0.05198412761092186,40.63966751098633,0.020438094925731107,0.40824824571609497,1.243449787580098e-13,6.550684452056885,3.7047502994537354,109,40.63966751098633,0.16118942201137543,3,3,0.04923223316287076,0.04923223316287076,0.03546129556570147,0.00338905614816506,0.01038188144900423,-0.18230530940360806,-0.18230530940360806,0.5723284338967976,0.9166724120713358,9926,9.152335071231927e-12,439,2.486344463648038e-13,2.486344463648038e-13,1.8304670142471057e-11,0.020438094925731107,0.020438094925731107,0.40824824571609497,29,Tier 0: Core Bottleneck Transducer
EIF3D,702,548,0.056159067898988724,33.732276916503906,0.013992701254892615,0.3086065351963043,1.2628786905110358e-13,2.431903839111328,1.9962927103042603,209,25.033437728881836,0.09714622050523758,3,2,0.0892027847604176,0.07909080612149118,0.0527928822623554,0.0364099024980622,-0.010111978638926414,-1.312838259103757,-1.312838259103757,0.9053812724993782,0.9999549619648568,14231,9.152335071231927e-12,2205,2.525757381022231e-13,2.525757381022231e-13,1.8304670142471057e-11,0.013992701254892615,0.013992701254892615,0.3086065351963043,30,Tier 0: Core Bottleneck Transducer
OCM2,696,109,0.05303772911429405,40.47967529296875,0.019982186256246922,0.40824824571609497,1.2628786905110358e-13,5.568945407867432,3.059931993484497,109,40.47967529296875,0.13757386803627014,3,3,0.0470196550840344,0.0470196550840344,0.0324911515299314,0.004326037227666915,0.010202466326436076,-0.23930856231925723,-0.23930856231925723,0.5945668367468522,0.921661192079584,10252,9.152335071231927e-12,439,2.525757381022231e-13,2.525757381022231e-13,1.8304670142471057e-11,0.019982186256246922,0.019982186256246922,0.40824824571609497,31,Tier 0: Core Bottleneck Transducer
DAZAP2,682,174,0.04750014841556549,37.24705505371094,0.01519252674887075,0.30860641598701477,1.2823075934419735e-13,4.976480484008789,2.9100077152252197,33,16.125654220581055,0.30860641598701477,3,2,0.07492668406515583,0.07492668406515583,0.0557657206367262,0.0,0.01916096342842963,-1.1319942590951235,-1.1319942590951235,0.8711815759953881,0.9999549619648568,13842,9.152335071231927e-12,2503,2.564060075371799e-13,2.564060075371799e-13,1.8304670142471057e-11,0.01519252674887075,0.01519252674887075,0.30860641598701477,32,Tier 0: Core Bottleneck Transducer
TMEM240,684,173,0.05156027525663376,34.108577728271484,0.024516003733011358,0.30860650539398193,1.2823075934419735e-13,7.867576599121094,5.994221210479736,88,25.49388313293457,0.30860644578933716,3,2,0.1532637190886006,0.14990575557168523,0.14562980479322943,-0.003357963516915372,0.0076339142953711706,0.5305121842116038,0.5305121842116038,0.29787843176661755,0.9016809216775266,5096,9.152335071231927e-12,2311,2.564060075371799e-13,2.564060075371799e-13,1.8304670142471057e-11,0.024516003733011358,0.024516003733011358,0.30860650539398193,33,Tier 0: Core Bottleneck Transducer
FGF2,694,161,0.05690446496009827,41.39659118652344,0.02312867414997705,0.3086065649986267,1.3017364963729112e-13,5.020367622375488,3.9559326171875,6,23.317445755004883,0.21530520915985107,3,2,0.1393252553603965,0.1393252553603965,0.12485005082756494,0.0,0.014475204532831569,0.32202947775180685,0.32202947775180685,0.37371518151326,0.9016809216775266,6525,9.152335071231927e-12,2124,2.603472992745992e-13,2.603472992745992e-13,1.8304670142471057e-11,0.02312867414997705,0.02312867414997705,0.3086065649986267,34,Tier 0: Core Bottleneck Transducer
PPP2R2B,634,449,0.07564733177423477,33.78518295288086,0.023434661517378306,0.31242579221725464,1.321165399303849e-13,3.7367217540740967,2.8348424434661865,18,11.960350036621094,0.31242579221725464,3,3,0.1201570625968351,0.1201570625968351,0.06133125051153758,0.02961616066756405,0.02920965141773348,0.14582081597191207,0.14582081597191207,0.4420314213914319,0.9016809216775266,7743,9.152335071231927e-12,1999,2.64177568709556e-13,2.64177568709556e-13,1.8304670142471057e-11,0.023434661517378306,0.023434661517378306,0.31242579221725464,35,Tier 0: Core Bottleneck Transducer
S100A1,733,94,0.04666882008314133,34.76835632324219,0.016105784145551024,0.3061735928058624,1.321165399303849e-13,1.6603776216506958,1.0029940605163574,39,5.422994136810303,0.3061735928058624,3,3,0.1054582250853837,0.1054582250853837,0.05212774871830649,0.02018957134211067,0.03314090502496654,-0.8609160748077879,-0.8609160748077879,0.8053578662141205,0.9805099691014002,13059,9.152335071231927e-12,2609,2.64177568709556e-13,2.64177568709556e-13,1.8304670142471057e-11,0.016105784145551024,0.016105784145551024,0.3061735928058624,36,Tier 0: Core Bottleneck Transducer
CARTPT,723,119,0.08118315041065216,36.45787811279297,0.01362614114485149,0.30860644578933716,1.3600232051657244e-13,1.6171413660049438,1.427431583404541,45,36.45787811279297,0.04435643181204796,3,3,0.06423171324215429,0.06423171324215429,0.04605534920465064,0.013336141035357406,0.00484022300214625,-1.347552914802804,-1.347552914802804,0.9110988882967563,0.9999549619648568,14300,9.152335071231927e-12,2470,2.719491298819321e-13,2.719491298819321e-13,1.8304670142471057e-11,0.01362614114485149,0.01362614114485149,0.30860644578933716,37,Tier 0: Core Bottleneck Transducer
TCF21,721,187,0.061659302562475204,36.29362106323242,0.01938329087776076,0.3084266781806946,1.3600232051657244e-13,3.9852335453033447,2.57326602935791,186,12.921170234680176,0.3084266781806946,3,3,0.10964454718813829,0.10964454718813829,0.0947274069855602,0.008622957388323253,0.00629418281425484,-0.27387269928886054,-0.27387269928886054,0.6079087737359199,0.9250201925265186,10445,9.152335071231927e-12,2556,2.719491298819321e-13,2.719491298819321e-13,1.8304670142471057e-11,0.01938329087776076,0.01938329087776076,0.3084266781806946,38,Tier 0: Core Bottleneck Transducer
ENSG00000288623,696,97,0.08036869764328003,26.460535049438477,0.013782582852690238,0.3522997200489044,1.3988810110275993e-13,3.137672185897827,1.6322822570800781,21,8.906257629394531,0.3522997200489044,3,3,0.0551711449133134,0.0551711449133134,0.033409789083132656,0.013455071306836512,0.008306284523344233,-1.3604843357555008,-1.3604843357555008,0.9131616467395907,0.9999549619648568,14318,9.152335071231927e-12,1100,2.797206910543082e-13,2.797206910543082e-13,1.8304670142471057e-11,0.013782582852690238,0.013782582852690238,0.3522997200489044,39,Tier 0: Core Bottleneck Transducer
MYL1,711,215,0.08920124918222427,25.399995803833008,0.01631024620981977,0.30494511127471924,1.3988810110275993e-13,3.7515876293182373,1.8733292818069458,54,12.302501678466797,0.30494511127471924,3,3,0.07118385582860698,0.07118385582860698,0.04393507010171487,0.004773008336097332,0.02247577739079477,-0.8706136634136897,-0.8706136634136897,0.8080174332428396,0.9811373774387425,13094,9.152335071231927e-12,2637,2.797206910543082e-13,2.797206910543082e-13,1.8304670142471057e-11,0.01631024620981977,0.01631024620981977,0.30494511127471924,40,Tier 0: Core Bottleneck Transducer
TEX53,596,101,0.2136620581150055,34.97978591918945,0.025547953043493034,0.33945080637931824,1.3988810110275993e-13,6.899516582489014,3.6340267658233643,7,20.32552719116211,0.33945080637931824,3,3,0.07378136529615337,0.07378136529615337,0.04752236669531192,0.01189971725308534,0.014359281347756108,0.33449836352124945,0.33449836352124945,0.3690017627875506,0.9016809216775266,6442,9.152335071231927e-12,1262,2.797206910543082e-13,2.797206910543082e-13,1.8304670142471057e-11,0.025547953043493034,0.025547953043493034,0.33945080637931824,41,Tier 0: Core Bottleneck Transducer
CACNG2,688,345,0.04674892872571945,41.827796936035156,0.009710257409259212,0.33333325386047363,1.418309913958537e-13,9.858906745910645,4.770230770111084,321,41.827796936035156,0.2357022613286972,3,2,0.07396057038489705,0.07396057038489705,0.026614502110514963,0.047346068274382085,0.0,-2.10136764744861,-2.10136764744861,0.9821956471709204,0.9999549619648568,15249,9.152335071231927e-12,1435,2.8371749394295875e-13,2.8371749394295875e-13,1.8304670142471057e-11,0.009710257409259212,0.009710257409259212,0.33333325386047363,42,Tier 0: Core Bottleneck Transducer
CA8,697,292,0.058264993131160736,34.752506256103516,0.019043364299328236,0.296886682510376,1.4377388168894745e-13,4.833756446838379,3.474595069885254,162,16.28148651123047,0.296886682510376,3,3,0.06675916489294705,0.06675916489294705,0.008577291710756572,0.04147851332351687,0.016703359858673602,-0.40624492801990253,-0.40624492801990253,0.6577186771555125,0.9380733009418621,11146,9.152335071231927e-12,2826,2.874922522266843e-13,2.874922522266843e-13,1.8304670142471057e-11,0.019043364299328236,0.019043364299328236,0.296886682510376,43,Tier 0: Core Bottleneck Transducer
COPS7B,727,219,0.04849620908498764,37.52238082885742,0.01745976030604415,0.3086065948009491,1.4377388168894745e-13,3.1125295162200928,2.5029103755950928,94,10.0857515335083,0.3086065948009491,3,2,0.10754033114811976,0.10754033114811976,0.08401777770676555,0.0,0.0235225534413542,-0.6186517551729271,-0.6186517551729271,0.7319271005441745,0.9566580404154962,12164,9.152335071231927e-12,2082,2.874922522266843e-13,2.874922522266843e-13,1.8304670142471057e-11,0.01745976030604415,0.01745976030604415,0.3086065948009491,44,Tier 0: Core Bottleneck Transducer
CTNNA2,635,1011,0.03693527728319168,41.82085418701172,0.011504244481371812,0.333333283662796,1.4377388168894745e-13,3.2979934215545654,1.8461166620254517,149,9.89398193359375,0.333333283662796,3,2,0.1074910590173941,0.1074910590173941,0.04605591948067614,0.06143513953671796,0.0,-1.832159570355873,-1.832159570355873,0.9665361748270129,0.9999549619648568,14971,9.152335071231927e-12,1424,2.874922522266843e-13,2.874922522266843e-13,1.8304670142471057e-11,0.011504244481371812,0.011504244481371812,0.333333283662796,45,Tier 0: Core Bottleneck Transducer
PRDX1,699,199,0.07080715894699097,41.37712478637695,0.015985430175875885,0.4082482159137726,1.4377388168894745e-13,5.917042255401611,3.5017223358154297,181,37.1726188659668,0.15917743742465973,3,3,0.08665734745531578,0.08665734745531578,0.06074439111130379,0.011953500450777687,0.013959455893234295,-0.9558187306350634,-0.9558187306350634,0.8304180882449576,0.987832393143438,13366,9.152335071231927e-12,590,2.874922522266843e-13,2.874922522266843e-13,1.8304670142471057e-11,0.015985430175875885,0.015985430175875885,0.4082482159137726,46,Tier 0: Core Bottleneck Transducer
LHX1,720,406,0.037658680230379105,34.82693862915039,0.01623852012482218,0.40824827551841736,1.4571677198204117e-13,6.7532548904418945,4.355309009552002,149,28.651636123657227,0.235702246427536,3,3,0.18568514332631808,0.18568514332631808,0.0996128915784814,0.07988863801047094,0.006183613737365743,-0.864224091940892,-0.864224091940892,0.8062675999976512,0.9805855082243371,13071,9.152335071231927e-12,252,2.9148905511533485e-13,2.9148905511533485e-13,1.8304670142471057e-11,0.01623852012482218,0.01623852012482218,0.40824827551841736,47,Tier 0: Core Bottleneck Transducer
PSMG4,645,125,0.10102284699678421,39.989463806152344,0.015089578295697932,0.33113014698028564,1.4571677198204117e-13,2.248218536376953,1.6991764307022095,51,10.018353462219238,0.22440998256206512,3,2,0.036353850972084566,0.03248579989744125,0.021348783694913297,0.015005067277171267,-0.003868051074643318,-1.2184018113888688,-1.2184018113888688,0.888464341451916,0.9999549619648568,14037,9.152335071231927e-12,1606,2.9148905511533485e-13,2.9148905511533485e-13,1.8304670142471057e-11,0.015089578295697932,0.015089578295697932,0.33113014698028564,48,Tier 0: Core Bottleneck Transducer
