gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,composite_rank,tier
USP29,211,975,42.43690490722656,0.04340343,3.493355,0.0004769918816934859,0.02498883157581378,57,0,0,0.0,57,Tier 1: Primary Regulatory Effector
C9orf57,43,144,23.13958740234375,0.043288235,3.4755645,0.000509779426102072,0.02646373135925635,58,0,0,0.0,58,Tier 1: Primary Regulatory Effector
OR4D10,138,321,42.94969940185547,0.04326362,3.4717634,0.0005170518707462472,0.0267601679690452,59,0,0,0.0,59,Tier 1: Primary Regulatory Effector
KIAA1210,141,2020,42.32639694213867,0.0432095,3.4634051,0.0005333846426532655,0.027522326244858706,60,0,0,0.0,60,Tier 1: Primary Regulatory Effector
AIM2,268,349,41.97995376586914,0.043055303,3.4395916,0.000582592497206744,0.029792215133279794,61,0,0,0.0,61,Tier 1: Primary Regulatory Effector
OR5B17,125,339,41.562625885009766,0.04291528,3.417967,0.000630907371795813,0.03178845348892374,62,0,0,0.0,62,Tier 1: Primary Regulatory Effector
NXPE1,286,574,40.95040512084961,0.042825047,3.4040318,0.0006639903411050003,0.03325970331423907,63,0,0,0.0,63,Tier 1: Primary Regulatory Effector
GPR148,199,366,38.672691345214844,0.04260492,3.3700361,0.0007515832987006135,0.036681975755100314,64,0,0,0.0,64,Tier 1: Primary Regulatory Effector
OR13C2,140,321,41.24225616455078,0.042517014,3.3564603,0.0007894704490297788,0.037777704643377485,65,0,0,0.0,65,Tier 1: Primary Regulatory Effector
AADACL4,274,414,41.678062438964844,0.042475425,3.3500376,0.0008080059876838852,0.038449862708368435,66,0,0,0.0,66,Tier 1: Primary Regulatory Effector
ARMCX5,272,575,43.83747863769531,0.04245127,3.3463073,0.0008189558669168014,0.03886297217770561,67,0,0,0.0,67,Tier 1: Primary Regulatory Effector
KRTAP19-6,32,83,39.29515838623047,0.04243492,3.3437822,0.0008264459633546083,0.03911007126582264,68,0,0,0.0,68,Tier 1: Primary Regulatory Effector
TRMT2B,299,505,43.77150344848633,0.042239428,3.3135912,0.0009210604996886982,0.04253015477133986,69,0,0,0.0,69,Tier 1: Primary Regulatory Effector
SIRPA,101,303,41.05718994140625,0.042041708,3.2830563,0.0010268817006748876,0.04595298402064795,70,0,0,0.0,70,Tier 1: Primary Regulatory Effector
ITPRIPL1,504,566,41.02898406982422,0.041953765,3.2694747,0.0010774735532396171,0.0476956057895294,71,0,0,0.0,71,Tier 1: Primary Regulatory Effector
FPR2,334,364,41.2015380859375,0.041917887,3.263934,0.0010987679772623965,0.048512871697118855,72,0,0,0.0,72,Tier 1: Primary Regulatory Effector
ARHGAP40,329,735,41.64915466308594,0.04184552,3.2527578,0.0011429087348524178,0.049819769813630455,73,0,0,0.0,73,Tier 1: Primary Regulatory Effector
DGLUCY,393,634,37.90330505371094,0.041694995,3.2295115,0.0012400189443969247,0.05337378024237115,74,0,0,0.0,74,Tier 2: Physiological Homeostasis Modifier
LAMTOR5,224,182,40.8123779296875,0.04155695,3.2081923,0.0013357213190232406,0.056499362756017614,75,0,0,0.0,75,Tier 2: Physiological Homeostasis Modifier
ODF4,217,278,42.3846549987793,0.04147071,3.1948738,0.0013989199229293321,0.05859388068386892,76,0,0,0.0,76,Tier 2: Physiological Homeostasis Modifier
FAM90A27P,169,619,37.68187713623047,0.041457765,3.1928747,0.001408640705330628,0.05885713151955851,77,0,0,0.0,77,Tier 2: Physiological Homeostasis Modifier
HSFX1,90,456,42.57911682128906,0.041328214,3.1728673,0.0015094149847519201,0.0624584253714617,78,0,0,0.0,78,Tier 2: Physiological Homeostasis Modifier
H2BW2,106,164,40.07617950439453,0.041302945,3.1689649,0.0015298288853785062,0.06299879479668075,79,0,0,0.0,79,Tier 2: Physiological Homeostasis Modifier
OR8G3P,134,353,41.49542236328125,0.04111059,3.1392584,0.0016937602765489306,0.06814986457536039,80,0,0,0.0,80,Tier 2: Physiological Homeostasis Modifier
LRRC37B,106,919,41.64247131347656,0.041039836,3.1283314,0.0017580182529413097,0.069826722934266,81,0,0,0.0,81,Tier 2: Physiological Homeostasis Modifier
OR5T3,192,331,42.063663482666016,0.04102314,3.125753,0.0017735048760055539,0.07005436275970324,82,0,0,0.0,82,Tier 2: Physiological Homeostasis Modifier
LOC124902601,143,354,41.20492935180664,0.040960662,3.1161041,0.0018325755116979613,0.0716982442770952,83,0,0,0.0,83,Tier 2: Physiological Homeostasis Modifier
KLRC3,154,245,42.500091552734375,0.04094468,3.113636,0.0018479730966782125,0.07178600253785591,84,0,0,0.0,84,Tier 2: Physiological Homeostasis Modifier
OR2AJ1,206,347,41.40704345703125,0.04092991,3.1113548,0.0018623101699048131,0.07186394009628098,85,0,0,0.0,85,Tier 2: Physiological Homeostasis Modifier
PROZ,458,438,34.63344192504883,0.04079986,3.0912707,0.0019930185769108286,0.07503824448584484,86,0,0,0.0,86,Tier 2: Physiological Homeostasis Modifier
OR4N5,288,322,44.524879455566406,0.04074749,3.0831828,0.0020479930260255083,0.0768885445052155,87,0,0,0.0,87,Tier 2: Physiological Homeostasis Modifier
ENSG00000283599,195,652,43.27972412109375,0.040533774,3.0501773,0.002287062813449616,0.08407655162490422,88,0,0,0.0,88,Tier 2: Physiological Homeostasis Modifier
NANOGNB,54,204,39.99863052368164,0.04039964,3.0294623,0.00244989447682002,0.08798562323355086,89,0,0,0.0,89,Tier 2: Physiological Homeostasis Modifier
OR2AG1,198,323,41.35437774658203,0.040348765,3.0216053,0.0025143820864497054,0.08955068507893951,90,0,0,0.0,90,Tier 2: Physiological Homeostasis Modifier
TMIGD2,444,325,39.30259704589844,0.040338077,3.0199547,0.002528125103312272,0.08966731085888723,91,0,0,0.0,91,Tier 2: Physiological Homeostasis Modifier
OR9G1,257,314,42.73860549926758,0.040301938,3.0143735,0.0025751053841048133,0.09015217338340122,92,0,0,0.0,92,Tier 2: Physiological Homeostasis Modifier
H3C10,225,136,25.164508819580078,0.040208533,2.9999487,0.0027002504512474833,0.09270138372809747,93,0,0,0.0,93,Tier 2: Physiological Homeostasis Modifier
SERPINA10,512,487,36.541664123535156,0.040102795,2.9836187,0.0028486148548741664,0.09682464499771697,94,0,0,0.0,94,Tier 2: Physiological Homeostasis Modifier
GREP1,128,439,39.070213317871094,0.04009331,2.9821541,0.002862278582486522,0.09709642454767645,95,0,0,0.0,95,Tier 2: Physiological Homeostasis Modifier
FGFBP1,642,273,39.9847526550293,0.040031806,2.9726555,0.002952355842059629,0.09933455309197212,96,0,0,0.0,96,Tier 2: Physiological Homeostasis Modifier
OR2J3,87,353,41.73680114746094,0.039736316,2.9270213,0.0034222548047748843,0.1106163152086765,97,0,0,0.0,97,Tier 3: Peripheral Omnibus Modifier
OR1R1P,421,316,40.39961624145508,0.039658166,2.9149523,0.003557429350603148,0.11400777367938843,98,0,0,0.0,98,Tier 3: Peripheral Omnibus Modifier
DEFB126,239,137,28.94124984741211,0.039588172,2.9041426,0.0036826036637810757,0.11682719141524742,99,0,0,0.0,99,Tier 3: Peripheral Omnibus Modifier
RWDD2B,306,319,42.0721549987793,0.039457336,2.883937,0.003927374615359951,0.12266510877599585,100,0,0,0.0,100,Tier 3: Peripheral Omnibus Modifier
TRAV1-2,389,117,41.43467330932617,0.03937405,2.8710747,0.004090788729813571,0.12631301901652223,101,0,0,0.0,101,Tier 3: Peripheral Omnibus Modifier
PNMA6A,154,410,39.184417724609375,0.039228573,2.8486078,0.00439109774616381,0.13313963803457032,102,0,0,0.0,102,Tier 3: Peripheral Omnibus Modifier
NEK4,161,889,41.375587463378906,0.039228573,2.8486078,0.00439109774616381,0.13313963803457032,102,0,0,0.0,102,Tier 3: Peripheral Omnibus Modifier
SAMSN1,409,684,41.49797439575195,0.03914008,2.8349411,0.004583412816694689,0.1377516578294679,104,0,0,0.0,104,Tier 3: Peripheral Omnibus Modifier
KHDC1L,200,143,30.886091232299805,0.039134577,2.8340914,0.004595618222385463,0.13787659503972916,105,0,0,0.0,105,Tier 3: Peripheral Omnibus Modifier
DHRS2,275,285,41.50067901611328,0.038934194,2.8031452,0.005060688456307209,0.14973169938687184,106,0,0,0.0,106,Tier 3: Peripheral Omnibus Modifier
GID4,265,302,41.563926696777344,0.03891723,2.8005252,0.005101952563944976,0.15069174931662713,107,0,0,0.0,107,Tier 3: Peripheral Omnibus Modifier
SPATA7,665,622,41.585548400878906,0.0388053,2.7832391,0.00538191237317638,0.1562670184150586,108,0,0,0.0,108,Tier 3: Peripheral Omnibus Modifier
CENPVL2,93,300,30.91061019897461,0.03880174,2.7826896,0.0053910360418494355,0.15626707010646818,109,0,0,0.0,109,Tier 3: Peripheral Omnibus Modifier
HOPX,150,89,26.8596248626709,0.038795,2.7816489,0.00540835189091754,0.15650418284342632,110,0,0,0.0,110,Tier 3: Peripheral Omnibus Modifier
GJA3,626,544,37.38140106201172,0.03875241,2.7750714,0.005518959293548028,0.15875843512623827,111,0,0,0.0,111,Tier 3: Peripheral Omnibus Modifier
PRTN3,436,260,34.43183517456055,0.03872457,2.770772,0.005592357371626042,0.15985044140608115,112,0,0,0.0,112,Tier 3: Peripheral Omnibus Modifier
H3-4,427,143,36.0172119140625,0.03867446,2.7630327,0.00572670332926609,0.1624240972411546,113,0,0,0.0,113,Tier 3: Peripheral Omnibus Modifier
KRTAP19-8,89,70,42.082191467285156,0.038582873,2.7488885,0.005979772516985659,0.16932145948509308,114,0,0,0.0,114,Tier 3: Peripheral Omnibus Modifier
SPEM3,271,1585,42.077999114990234,0.03855002,2.743815,0.006072976206828203,0.17139399571527833,115,0,0,0.0,115,Tier 3: Peripheral Omnibus Modifier
OR1N2,284,319,41.95158004760742,0.038536508,2.7417283,0.006111687131294358,0.17170759768168856,116,0,0,0.0,116,Tier 3: Peripheral Omnibus Modifier
CENPVL3,192,289,39.257606506347656,0.03853404,2.7413473,0.006118779182572663,0.17170759768168856,117,0,0,0.0,117,Tier 3: Peripheral Omnibus Modifier
OR1A2,130,313,41.599578857421875,0.038532164,2.7410574,0.006124180852461135,0.17170759768168856,118,0,0,0.0,118,Tier 3: Peripheral Omnibus Modifier
OR11H12,76,336,42.34613037109375,0.038390722,2.7192137,0.006543731141153581,0.1810996093361906,119,0,0,0.0,119,Tier 3: Peripheral Omnibus Modifier
CTSV,151,335,41.36888122558594,0.038290706,2.7037675,0.006855823281844218,0.1876151895228008,120,0,0,0.0,120,Tier 3: Peripheral Omnibus Modifier
PNMA8B,336,714,42.22686004638672,0.038157277,2.6831615,0.007292976308805252,0.19644021563858927,121,0,0,0.0,121,Tier 3: Peripheral Omnibus Modifier
RP9,404,278,35.22753143310547,0.03810523,2.6751237,0.00747016835326557,0.199733463679294,122,0,0,0.0,122,Tier 3: Peripheral Omnibus Modifier
CCDC15,88,1249,42.69752883911133,0.038104143,2.6749556,0.007473914622527048,0.199733463679294,123,0,0,0.0,123,Tier 3: Peripheral Omnibus Modifier
OR5W2,179,329,41.61930847167969,0.03807249,2.670067,0.007583609666487135,0.20196103093149267,124,0,0,0.0,124,Tier 3: Peripheral Omnibus Modifier
OR56A4,160,314,42.4759635925293,0.03806861,2.6694682,0.007597147473416912,0.20196103093149267,125,0,0,0.0,125,Tier 3: Peripheral Omnibus Modifier
CTSG,360,274,31.41299819946289,0.03801234,2.660778,0.007796032948268262,0.2042107651938587,126,0,0,0.0,126,Tier 3: Peripheral Omnibus Modifier
MS4A12,431,284,45.16649627685547,0.03799015,2.657351,0.007875739230871738,0.20598364696803623,127,0,0,0.0,127,Tier 3: Peripheral Omnibus Modifier
SPINT3,368,108,40.93805694580078,0.03792621,2.6474762,0.008109506871152933,0.2111306416561108,128,0,0,0.0,128,Tier 3: Peripheral Omnibus Modifier
OR11H6,276,333,42.094783782958984,0.037804287,2.628647,0.008572527345350604,0.2201738619988024,129,0,0,0.0,129,Tier 3: Peripheral Omnibus Modifier
TEX13A,223,497,40.164527893066406,0.037771203,2.6235378,0.008702179353285452,0.22267626939579335,130,0,0,0.0,130,Tier 3: Peripheral Omnibus Modifier
CD46,269,422,38.4860954284668,0.037769485,2.6232727,0.008708954555786675,0.22267626939579335,131,0,0,0.0,131,Tier 3: Peripheral Omnibus Modifier
UGT3A1,187,526,42.052001953125,0.037749074,2.6201203,0.008789875676083154,0.22341151366020848,132,0,0,0.0,132,Tier 3: Peripheral Omnibus Modifier
OR11A1,239,329,41.58979034423828,0.037713334,2.614601,0.008933177130574503,0.22638203760927783,133,0,0,0.0,133,Tier 3: Peripheral Omnibus Modifier
SAA4,311,143,33.63977813720703,0.037590154,2.5955772,0.009443217538099383,0.2378996465370302,134,0,0,0.0,134,Tier 3: Peripheral Omnibus Modifier
TMEM191B,176,341,41.60144805908203,0.0375178,2.5844035,0.00975475936162392,0.2444199901773555,135,0,0,0.0,135,Tier 3: Peripheral Omnibus Modifier
CYP3A5,90,502,44.814796447753906,0.037487797,2.5797698,0.009886618118854967,0.2461609924693154,136,0,0,0.0,136,Tier 3: Peripheral Omnibus Modifier
F11,619,648,42.09038543701172,0.037461087,2.575645,0.010005332098968166,0.24840774519916473,137,0,0,0.0,137,Unassociated Background
OR6C2,232,331,41.82041549682617,0.037403915,2.5668154,0.010263724366598014,0.25298972967509437,138,0,0,0.0,138,Unassociated Background
SELPLG,101,503,40.87337112426758,0.03735712,2.559589,0.010479604585253228,0.25720072514322784,139,0,0,0.0,139,Unassociated Background
FGFBP2,157,228,38.029510498046875,0.037224174,2.539057,0.011115170718993629,0.27047441702710207,140,0,0,0.0,140,Unassociated Background
CELA2B,443,312,41.21696472167969,0.037161812,2.529426,0.011424923143592551,0.2768321900606563,141,0,0,0.0,141,Unassociated Background
OR5M1,165,333,43.2730712890625,0.03712884,2.524334,0.011591775174023614,0.279654133062657,142,0,0,0.0,142,Unassociated Background
CCL7,336,136,38.39303207397461,0.037106194,2.5208366,0.01170762067783604,0.28090091012886437,143,0,0,0.0,143,Unassociated Background
GCSAM,507,252,39.53588104248047,0.03701614,2.506929,0.012178519896685058,0.289555002839492,144,0,0,0.0,144,Unassociated Background
LOC107984732,80,93,42.275367736816406,0.037014615,2.5066936,0.012186629913447768,0.289555002839492,145,0,0,0.0,145,Unassociated Background
MLKL,443,489,41.329139709472656,0.03700318,2.5049274,0.012247653140714692,0.29023343794476725,146,0,0,0.0,146,Unassociated Background
CD160,458,185,41.267181396484375,0.036974035,2.5004268,0.01240437755078745,0.29229627485906434,147,0,0,0.0,147,Unassociated Background
OOSP4B,184,206,41.36614227294922,0.036951322,2.496919,0.012527759851243355,0.29358830918146367,148,0,0,0.0,148,Unassociated Background
HLA-DPA1,338,284,30.362499237060547,0.03677903,2.4703112,0.01349955704735162,0.31125290952648804,149,0,0,0.0,149,Unassociated Background
OR1L8,237,327,42.204490661621094,0.036734212,2.4633894,0.013763035128181536,0.31520662403860683,150,0,0,0.0,150,Unassociated Background
SUPT20HL2,74,1114,49.39972686767578,0.036715116,2.4604404,0.013876661907089307,0.31653940763028887,151,0,0,0.0,151,Unassociated Background
ACTL9,585,421,35.75387954711914,0.036652934,2.4508371,0.014252442411037038,0.32276268774436984,152,0,0,0.0,152,Unassociated Background
SULT1C3,394,349,38.4492301940918,0.036646575,2.449855,0.014291371785514432,0.32298877316312363,153,0,0,0.0,153,Unassociated Background
MR1,437,349,41.89963912963867,0.03663255,2.447689,0.014377567448097124,0.32450870613089833,154,0,0,0.0,154,Unassociated Background
SMPD4,465,899,41.89751434326172,0.036599375,2.442566,0.014583266128635319,0.32828637588653303,155,0,0,0.0,155,Unassociated Background
H2BC8,183,127,33.286834716796875,0.036581777,2.439848,0.014693445066429913,0.329511480096381,156,0,0,0.0,156,Unassociated Background
HLA-DPB1,309,296,40.32793045043945,0.036553383,2.435463,0.014872747546981861,0.33131994567925394,157,0,0,0.0,157,Unassociated Background
MSMB,456,66,34.214111328125,0.036545124,2.4341874,0.0149252650536122,0.331515822532351,158,0,0,0.0,158,Unassociated Background
OR8B2,125,325,43.729827880859375,0.03651854,2.430082,0.015095403700395877,0.33453992340424554,159,0,0,0.0,159,Unassociated Background
OR10A3,197,327,42.693058013916016,0.03647512,2.423376,0.015376998349020713,0.34034025674040547,160,0,0,0.0,160,Unassociated Background
TARP,227,87,38.832515716552734,0.036453314,2.4200087,0.015520137510994644,0.34218207940907236,161,0,0,0.0,161,Unassociated Background
CARD18,131,97,22.35338592529297,0.036429595,2.4163456,0.015677173659149515,0.3443149512242184,162,0,0,0.0,162,Unassociated Background
KLRC4,176,161,41.83046340942383,0.036318336,2.3991632,0.016432586919936428,0.3554795781206556,163,0,0,0.0,163,Unassociated Background
P2RX6,342,458,41.55104064941406,0.03630647,2.3973308,0.016515008172565977,0.3567699937001611,164,0,0,0.0,164,Unassociated Background
KCNJ18,332,436,32.364009857177734,0.036303375,2.3968527,0.016536568527268133,0.35678583808643627,165,0,0,0.0,165,Unassociated Background
CLCN4,601,797,41.095489501953125,0.036291588,2.3950324,0.016618896398851696,0.357196351300912,166,0,0,0.0,166,Unassociated Background
OR5T2,182,338,43.5170783996582,0.036283065,2.393716,0.01667865312937339,0.357196351300912,167,0,0,0.0,167,Unassociated Background
OR14A2,144,325,41.951908111572266,0.03628128,2.3934405,0.016691188994921995,0.357196351300912,168,0,0,0.0,168,Unassociated Background
OR6K3,193,339,41.054283142089844,0.036279805,2.3932128,0.01670155142093459,0.357196351300912,169,0,0,0.0,169,Unassociated Background
AARD,486,172,39.477298736572266,0.036235977,2.386444,0.01701219384268252,0.36096240609782365,170,0,0,0.0,170,Unassociated Background
IFNL1,247,211,40.73431396484375,0.036191233,2.379534,0.0173345435061685,0.3652620723298556,171,0,0,0.0,171,Unassociated Background
CYP3A43,100,506,42.69158172607422,0.036130395,2.3701384,0.01778142744485299,0.37193361850766365,172,0,0,0.0,172,Unassociated Background
CHI3L2,271,400,42.759674072265625,0.03609536,2.3647275,0.0180433417509586,0.3762956730663738,173,0,0,0.0,173,Unassociated Background
SSX2,78,203,39.930320739746094,0.036007408,2.351145,0.01871573752191422,0.3858234650877407,174,0,0,0.0,174,Unassociated Background
DDX60L,141,1719,43.65258026123047,0.03596902,2.3452163,0.019016045505468142,0.3876473836374327,175,0,0,0.0,175,Unassociated Background
OR6C3,211,311,41.6968994140625,0.03587033,2.329975,0.01980747830819033,0.3987331502909619,176,0,0,0.0,176,Unassociated Background
OR2A42,228,320,41.16045379638672,0.035828985,2.32359,0.020147476748408822,0.4027379511983565,177,0,0,0.0,177,Unassociated Background
