gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,composite_rank,tier,z_track_b,p_track_b,q_track_b,p_combined
IZUMO4,624,239,31.21487617492676,0.05386141,2.7220831861745465,0.0032435905287039705,0.7497002598242245,19,0,0,0.0,19,Background,2.7220831861745465,0.0032435905287039705,0.7497002598242245,0.0032435905287039705
ACSM2A,499,590,41.66847610473633,0.055644214,2.6565163307082624,0.003947631342350595,0.7497002598242245,20,0,0,0.0,20,Background,2.6565163307082624,0.003947631342350595,0.7497002598242245,0.003947631342350595
CAPN8,541,724,41.9466552734375,0.053795345,2.648651702915188,0.004040678508721825,0.7497002598242245,21,0,0,0.0,21,Background,2.648651702915188,0.004040678508721825,0.7497002598242245,0.004040678508721825
AGR3,543,167,41.44786834716797,0.053636733,2.6344293076603518,0.004213942580738542,0.7497002598242245,22,0,0,0.0,22,Background,2.6344293076603518,0.004213942580738542,0.7497002598242245,0.004213942580738542
SLC17A3,510,436,42.03990173339844,0.054948468,2.624141952502267,0.004343378618746646,0.7497002598242245,23,0,0,0.0,23,Background,2.624141952502267,0.004343378618746646,0.7497002598242245,0.004343378618746646
GZMK,661,270,42.0562629699707,0.05378623,2.6197842343949866,0.004399270811886775,0.7497002598242245,24,0,0,0.0,24,Background,2.6197842343949866,0.004399270811886775,0.7497002598242245,0.004399270811886775
CXCR2,593,381,42.119049072265625,0.05289775,2.6086669913287563,0.004544782489897675,0.7497002598242245,25,0,0,0.0,25,Background,2.6086669913287563,0.004544782489897675,0.7497002598242245,0.004544782489897675
CD300LB,545,223,38.99273681640625,0.053323627,2.5916106358187125,0.004776391011523213,0.7497002598242245,26,0,0,0.0,26,Background,2.5916106358187125,0.004776391011523213,0.7497002598242245,0.004776391011523213
ACSM2B,494,591,41.73051452636719,0.055430237,2.5892077408461835,0.0048098520752825995,0.7497002598242245,27,0,0,0.0,27,Background,2.5892077408461835,0.0048098520752825995,0.7497002598242245,0.0048098520752825995
CPA3,579,440,41.21552658081055,0.052455306,2.5580689315543332,0.005262761295749298,0.7497002598242245,28,0,0,0.0,28,Background,2.5580689315543332,0.005262761295749298,0.7497002598242245,0.005262761295749298
H4C16,519,103,42.086483001708984,0.054053705,2.5396295733085625,0.0055484965717465,0.7497002598242245,29,0,0,0.0,29,Background,2.5396295733085625,0.0055484965717465,0.7497002598242245,0.0055484965717465
AP2A1,669,982,37.629207611083984,0.05337055,2.5187388736827936,0.005888798254153144,0.7497002598242245,30,0,0,0.0,30,Background,2.5187388736827936,0.005888798254153144,0.7497002598242245,0.005888798254153144
UMOD,626,651,41.71491241455078,0.052832615,2.5114103190530868,0.0060124917702518545,0.7497002598242245,31,0,0,0.0,31,Background,2.5114103190530868,0.0060124917702518545,0.7497002598242245,0.0060124917702518545
IFIT3,598,518,40.88935089111328,0.052341457,2.4841995451313172,0.006492151338436897,0.7497002598242245,32,0,0,0.0,32,Background,2.4841995451313172,0.006492151338436897,0.7497002598242245,0.006492151338436897
PGLYRP3,582,368,40.46839141845703,0.052052557,2.4692847217899465,0.0067691725582186306,0.7497002598242245,33,0,0,0.0,33,Background,2.4692847217899465,0.0067691725582186306,0.7497002598242245,0.0067691725582186306
NAA80,558,326,41.216583251953125,0.052142385,2.4592939925907036,0.006960528336272952,0.7497002598242245,34,0,0,0.0,34,Background,2.4592939925907036,0.006960528336272952,0.7497002598242245,0.006960528336272952
SERPINA10,512,487,36.54166412353515,0.053711437,2.437902109854587,0.007386386918564701,0.7497002598242245,35,0,0,0.0,35,Background,2.437902109854587,0.007386386918564701,0.7497002598242245,0.007386386918564701
SOD2,675,263,42.13357925415039,0.052940734,2.419553115269313,0.007769795548586455,0.7497002598242245,36,0,0,0.0,36,Background,2.419553115269313,0.007769795548586455,0.7497002598242245,0.007769795548586455
LCT,606,2001,41.67181396484375,0.052120484,2.419211809910425,0.007777090140919859,0.7497002598242245,37,0,0,0.0,37,Background,2.419211809910425,0.007777090140919859,0.7497002598242245,0.007777090140919859
GATAD1,677,287,37.186744689941406,0.052897476,2.4065331063061843,0.008052372132732211,0.7497002598242245,38,0,0,0.0,38,Background,2.4065331063061843,0.008052372132732211,0.7497002598242245,0.008052372132732211
DNAJB5,677,348,37.097164154052734,0.05285811,2.3986599063061846,0.008227594996887192,0.7497002598242245,39,0,0,0.0,39,Background,2.3986599063061846,0.008227594996887192,0.7497002598242245,0.008227594996887192
KRTAP27-1,632,227,40.982574462890625,0.052246626,2.379611129066671,0.008665458215253597,0.7497002598242245,40,0,0,0.0,40,Background,2.379611129066671,0.008665458215253597,0.7497002598242245,0.008665458215253597
AMELX,462,227,38.6704216003418,0.05530569,2.369097497288484,0.008915776083240666,0.7497002598242245,41,0,0,0.0,41,Background,2.369097497288484,0.008915776083240666,0.7497002598242245,0.008915776083240666
TAS2R41,503,319,41.714412689208984,0.053618595,2.3676921033090506,0.008949712471407325,0.7497002598242245,42,0,0,0.0,42,Background,2.3676921033090506,0.008949712471407325,0.7497002598242245,0.008949712471407325
LTB4R,564,354,41.76726913452149,0.051465757,2.366647128077343,0.008975019043890038,0.7497002598242245,43,0,0,0.0,43,Background,2.366647128077343,0.008975019043890038,0.7497002598242245,0.008975019043890038
ACSM3,577,604,41.35930633544922,0.051433284,2.359189779786576,0.009157443372676821,0.7497002598242245,44,0,0,0.0,44,Background,2.359189779786576,0.009157443372676821,0.7497002598242245,0.009157443372676821
TXNRD2,677,514,38.06311798095703,0.052628413,2.3527205063061842,0.009318318132774553,0.7497002598242245,45,0,0,0.0,45,Background,2.3527205063061842,0.009318318132774553,0.7497002598242245,0.009318318132774553
SLC35G6,610,368,42.68634033203125,0.051836394,2.3521509719266156,0.009332598757779245,0.7497002598242245,46,0,0,0.0,46,Background,2.3521509719266156,0.009332598757779245,0.7497002598242245,0.009332598757779245
NR5A2,568,547,41.74980545043945,0.051266413,2.3510392794934774,0.009360528739628199,0.7497002598242245,47,0,0,0.0,47,Background,2.3510392794934774,0.009360528739628199,0.7497002598242245,0.009360528739628199
OLAH,412,272,40.5123405456543,0.057295676,2.3254468546552793,0.010024039278919938,0.7497002598242245,48,0,0,0.0,48,Background,2.3254468546552793,0.010024039278919938,0.7497002598242245,0.010024039278919938
OOSP1,335,193,38.184810638427734,0.061800938,2.3233769546103424,0.010079455508259751,0.7497002598242245,49,0,0,0.0,49,Background,2.3233769546103424,0.010079455508259751,0.7497002598242245,0.010079455508259751
OR6Y1,424,326,41.76567840576172,0.05647161,2.2981308910781526,0.010777170279781433,0.7497002598242245,50,0,0,0.0,50,Background,2.2981308910781526,0.010777170279781433,0.7497002598242245,0.010777170279781433
ACTL9,585,421,35.75387954711914,0.05123094,2.29679033512544,0.010815366587324323,0.7497002598242245,51,0,0,0.0,51,Background,2.29679033512544,0.010815366587324323,0.7497002598242245,0.010815366587324323
SF3A2,518,637,35.438514709472656,0.052621517,2.295854882749842,0.010842090081145239,0.7497002598242245,52,0,0,0.0,52,Background,2.295854882749842,0.010842090081145239,0.7497002598242245,0.010842090081145239
CHD5,619,1966,42.07737350463867,0.05161688,2.2855658777401824,0.011139834155854235,0.7497002598242245,53,0,0,0.0,53,Background,2.2855658777401824,0.011139834155854235,0.7497002598242245,0.011139834155854235
PECR,602,307,41.36815643310547,0.051313266,2.2681129671450027,0.011661161112130773,0.7497002598242245,54,0,0,0.0,54,Background,2.2681129671450027,0.011661161112130773,0.7497002598242245,0.011661161112130773
IQANK1,402,584,32.587852478027344,0.05716913,2.2556653366782324,0.012045798996733756,0.7497002598242245,55,0,0,0.0,55,Background,2.2556653366782324,0.012045798996733756,0.7497002598242245,0.012045798996733756
ADTRP,691,241,40.56504821777344,0.0522837,2.253732017447964,0.012106515931706072,0.7497002598242245,56,0,0,0.0,56,Background,2.253732017447964,0.012106515931706072,0.7497002598242245,0.012106515931706072
TAS2R40,533,356,40.13303756713867,0.05185657,2.2521956509636056,0.01215495537037155,0.7497002598242245,57,0,0,0.0,57,Background,2.2521956509636056,0.01215495537037155,0.7497002598242245,0.01215495537037155
CRP,396,274,42.887428283691406,0.057323907,2.2397815132931966,0.012552555308197799,0.7497002598242245,58,0,0,0.0,58,Background,2.2397815132931966,0.012552555308197799,0.7497002598242245,0.012552555308197799
CYP39A1,686,484,41.092891693115234,0.05207855,2.2233270534440503,0.013096877283523272,0.7497002598242245,59,0,0,0.0,59,Background,2.2233270534440503,0.013096877283523272,0.7497002598242245,0.013096877283523272
FAM228A,475,326,40.920040130615234,0.053693537,2.219612139513271,0.013222553757034829,0.7497002598242245,60,0,0,0.0,60,Background,2.219612139513271,0.013222553757034829,0.7497002598242245,0.013222553757034829
ACSM1,462,604,41.813995361328125,0.05417894,2.216970120141555,0.01331256671668514,0.7497002598242245,61,0,0,0.0,61,Background,2.216970120141555,0.01331256671668514,0.7497002598242245,0.01331256671668514
PRPS1L1,522,321,41.54156494140625,0.052004464,2.2156484929203777,0.013357792496769397,0.7497002598242245,62,0,0,0.0,62,Background,2.2156484929203777,0.013357792496769397,0.7497002598242245,0.013357792496769397
GRAMD4,572,591,41.59706115722656,0.05060636,2.2077446608926508,0.013631038830540693,0.7497002598242245,63,0,0,0.0,63,Background,2.2077446608926508,0.013631038830540693,0.7497002598242245,0.013631038830540693
TMEM40,560,264,40.20193099975586,0.050717693,2.196320581514903,0.014034502803431978,0.7497002598242245,64,0,0,0.0,64,Background,2.196320581514903,0.014034502803431978,0.7497002598242245,0.014034502803431978
DUS4L,639,327,41.27424621582031,0.051401123,2.193736179669677,0.014127190625924248,0.7497002598242245,65,0,0,0.0,65,Background,2.193736179669677,0.014127190625924248,0.7497002598242245,0.014127190625924248
MVB12A,680,287,41.10155487060547,0.051831767,2.1868748641111933,0.014375830174299269,0.7497002598242245,66,0,0,0.0,66,Background,2.1868748641111933,0.014375830174299269,0.7497002598242245,0.014375830174299269
ANKUB1,624,561,42.101280212402344,0.05116278,2.1823571861745465,0.014541590760626381,0.7497002598242245,67,0,0,0.0,67,Background,2.1823571861745465,0.014541590760626381,0.7497002598242245,0.014541590760626381
ARMC6,619,455,42.05194091796875,0.05108835,2.1798598777401827,0.014633924907987931,0.7497002598242245,68,0,0,0.0,68,Background,2.1798598777401827,0.014633924907987931,0.7497002598242245,0.014633924907987931
INAVA,581,725,45.381080627441406,0.0505619,2.1738910376119205,0.01485665964468525,0.7497002598242245,69,0,0,0.0,69,Background,2.1738910376119205,0.01485665964468525,0.7497002598242245,0.01485665964468525
MBD3L1,574,251,41.224456787109375,0.05045884,2.172642934936357,0.01490360089512918,0.7497002598242245,70,0,0,0.0,70,Background,2.172642934936357,0.01490360089512918,0.7497002598242245,0.01490360089512918
CRYGA,579,188,41.86445999145508,0.050498195,2.1666467315543336,0.015130900603497099,0.7497002598242245,71,0,0,0.0,71,Background,2.1666467315543336,0.015130900603497099,0.7497002598242245,0.015130900603497099
TREH,486,619,41.77324295043945,0.05290302,2.1637931644263086,0.015240113496163662,0.7497002598242245,72,0,0,0.0,72,Background,2.1637931644263086,0.015240113496163662,0.7497002598242245,0.015240113496163662
FAM170B,602,262,40.224422454833984,0.05076315,2.158089767145002,0.015460426597348009,0.7497002598242245,73,0,0,0.0,73,Background,2.158089767145002,0.015460426597348009,0.7497002598242245,0.015460426597348009
IL20RB,605,354,41.04914855957031,0.050747447,2.1471809784974303,0.015889438216041128,0.7497002598242245,74,0,0,0.0,74,Background,2.1471809784974303,0.015889438216041128,0.7497002598242245,0.015889438216041128
PDILT,685,688,43.24665832519531,0.051676724,2.1451008086985053,0.015972393901311024,0.7497002598242245,75,0,0,0.0,75,Background,2.1451008086985053,0.015972393901311024,0.7497002598242245,0.015972393901311024
TMCO5A,589,292,42.61310577392578,0.050524574,2.1447197464689887,0.01598763055775873,0.7497002598242245,76,0,0,0.0,76,Background,2.1447197464689887,0.01598763055775873,0.7497002598242245,0.01598763055775873
TBL1X,404,588,39.50834655761719,0.05602973,2.141543952911692,0.016115098988706725,0.7497002598242245,77,0,0,0.0,77,Background,2.141543952911692,0.016115098988706725,0.7497002598242245,0.016115098988706725
UBE2W,573,184,25.691875457763672,0.050263952,2.1364605344801237,0.016320947239560585,0.7497002598242245,78,0,0,0.0,78,Background,2.1364605344801237,0.016320947239560585,0.7497002598242245,0.016320947239560585
HRAS,590,189,40.32126998901367,0.05047689,2.1325007707606716,0.016482850596880837,0.7497002598242245,79,0,0,0.0,79,Background,2.1325007707606716,0.016482850596880837,0.7497002598242245,0.016482850596880837
C8G,674,256,34.85113525390625,0.051452957,2.1241892076342763,0.016827162658706218,0.7497002598242245,80,0,0,0.0,80,Background,2.1241892076342763,0.016827162658706218,0.7497002598242245,0.016827162658706218
HELZ2,478,2865,40.045936584472656,0.05288253,2.119869812247606,0.017008512915926623,0.7497002598242245,81,0,0,0.0,81,Background,2.119869812247606,0.017008512915926623,0.7497002598242245,0.017008512915926623
OVOL3,642,195,36.733211517333984,0.05103648,2.113702699032971,0.017270333922631966,0.7497002598242245,82,0,0,0.0,82,Background,2.113702699032971,0.017270333922631966,0.7497002598242245,0.017270333922631966
OR5C1,519,322,40.81876754760742,0.051443953,2.1060354841942726,0.01760063507907178,0.7497002598242245,83,0,0,0.0,83,Background,2.1060354841942726,0.01760063507907178,0.7497002598242245,0.01760063507907178
STOML3,610,302,41.67134475708008,0.050592285,2.1033291719266156,0.01771850254966715,0.7497002598242245,84,0,0,0.0,84,Background,2.1033291719266156,0.01771850254966715,0.7497002598242245,0.01771850254966715
IGHA1,532,427,31.88287925720215,0.051013157,2.0993951207070602,0.017891042232093018,0.7497002598242245,85,0,0,0.0,85,Background,2.0993951207070602,0.017891042232093018,0.7497002598242245,0.017891042232093018
CLDN25,582,235,41.85024642944336,0.050190646,2.0969025217899464,0.018001102631041502,0.7497002598242245,86,0,0,0.0,86,Background,2.0969025217899464,0.018001102631041502,0.7497002598242245,0.018001102631041502
OR1I1,354,372,41.61097717285156,0.05806013,2.0951497226775353,0.018078842514829187,0.7497002598242245,87,0,0,0.0,87,Background,2.0951497226775353,0.018078842514829187,0.7497002598242245,0.018078842514829187
EPPIN,597,137,42.11293411254883,0.050355252,2.089587033559759,0.018327456151593313,0.7497002598242245,88,0,0,0.0,88,Background,2.089587033559759,0.018327456151593313,0.7497002598242245,0.018327456151593313
RDM1,405,344,41.33070373535156,0.055498376,2.0880650962480525,0.01839598151710352,0.7497002598242245,89,0,0,0.0,89,Background,2.0880650962480525,0.01839598151710352,0.7497002598242245,0.01839598151710352
SMC1B,653,1342,41.69065856933594,0.051023718,2.0855193105850227,0.018511093579831512,0.7497002598242245,90,0,0,0.0,90,Background,2.0855193105850227,0.018511093579831512,0.7497002598242245,0.018511093579831512
PPIE,622,305,41.75981521606445,0.050624404,2.0796195346087414,0.01878022189277824,0.7497002598242245,91,0,0,0.0,91,Background,2.0796195346087414,0.01878022189277824,0.7497002598242245,0.01878022189277824
CYP4X1,565,516,42.19514083862305,0.04997215,2.0775958789898787,0.01887329803587704,0.7497002598242245,92,0,0,0.0,92,Background,2.0775958789898787,0.01887329803587704,0.7497002598242245,0.01887329803587704
TTC23L,559,428,44.471153259277344,0.050131954,2.077462475158092,0.01887944758389169,0.7497002598242245,93,0,0,0.0,93,Background,2.077462475158092,0.01887944758389169,0.7497002598242245,0.01887944758389169
DDX4,641,707,41.55055236816406,0.050840773,2.0769240498260926,0.018904284830595884,0.7497002598242245,94,0,0,0.0,94,Background,2.0769240498260926,0.018904284830595884,0.7497002598242245,0.018904284830595884
POMK,684,372,40.830467224121094,0.05129935,2.071769652931542,0.019143464036991537,0.7497002598242245,95,0,0,0.0,95,Background,2.071769652931542,0.019143464036991537,0.7497002598242245,0.019143464036991537
PRSS51,574,296,42.434417724609375,0.049919955,2.064865934936358,0.019467843532685693,0.7497002598242245,96,0,0,0.0,96,Background,2.064865934936358,0.019467843532685693,0.7497002598242245,0.019467843532685693
ACTL7B,632,440,35.33299255371094,0.05067134,2.0645539290666717,0.01948261311665852,0.7497002598242245,97,0,0,0.0,97,Background,2.0645539290666717,0.01948261311665852,0.7497002598242245,0.01948261311665852
TAS2R16,516,314,42.87470626831055,0.051250853,2.0590715720864834,0.019743691327901797,0.7497002598242245,98,0,0,0.0,98,Background,2.0590715720864834,0.019743691327901797,0.7497002598242245,0.019743691327901797
CIMAP2,559,431,41.78443145751953,0.050014473,2.0547587657249613,0.01995115537629655,0.7497002598242245,99,0,0,0.0,99,Background,2.0547587657249613,0.01995115537629655,0.7497002598242245,0.01995115537629655
TBX5,707,525,40.53553771972656,0.051440567,2.0518660677040264,0.020091340178043822,0.7497002598242245,100,0,0,0.0,100,Background,2.0518660677040264,0.020091340178043822,0.7497002598242245,0.020091340178043822
IGHA2,532,351,40.21923065185547,0.0507158,2.0475369533919543,0.020302696212519726,0.7497002598242245,101,0,0,0.0,101,Background,2.0475369533919543,0.020302696212519726,0.7497002598242245,0.020302696212519726
MPP1,670,471,41.130653381347656,0.051015493,2.045511385575148,0.020402233942423475,0.7497002598242245,102,0,0,0.0,102,Background,2.045511385575148,0.020402233942423475,0.7497002598242245,0.020402233942423475
DRC12,491,154,40.69292449951172,0.051886268,2.0376864230013636,0.020790651421796237,0.7497002598242245,103,0,0,0.0,103,Background,2.0376864230013636,0.020790651421796237,0.7497002598242245,0.020790651421796237
PPP1R2C,595,253,35.612789154052734,0.05006054,2.0359214758431388,0.02087912046898022,0.7497002598242245,104,0,0,0.0,104,Background,2.0359214758431388,0.02087912046898022,0.7497002598242245,0.02087912046898022
SPATA1,557,472,42.63251495361328,0.04995266,2.0327105611736087,0.02104088683395298,0.7497002598242245,105,0,0,0.0,105,Background,2.0327105611736087,0.02104088683395298,0.7497002598242245,0.02104088683395298
SAYSD1,699,215,41.05738830566406,0.05120568,2.021365682475995,0.02162096221949211,0.7497002598242245,106,0,0,0.0,106,Background,2.021365682475995,0.02162096221949211,0.7497002598242245,0.02162096221949211
C17orf100,534,162,40.017391204833984,0.050502174,2.0199514518661066,0.021694211770975573,0.7497002598242245,107,0,0,0.0,107,Background,2.0199514518661066,0.021694211770975573,0.7497002598242245,0.021694211770975573
AK6,686,176,39.215538024902344,0.051060405,2.019698053444051,0.021707358572514955,0.7497002598242245,108,0,0,0.0,108,Background,2.019698053444051,0.021707358572514955,0.7497002598242245,0.021707358572514955
GPX3,707,227,34.30065155029297,0.051255632,2.014879067704027,0.021958660879831674,0.7497002598242245,109,0,0,0.0,109,Background,2.014879067704027,0.021958660879831674,0.7497002598242245,0.021958660879831674
TRIP11,650,2026,41.91412353515625,0.050588537,2.005408812689685,0.02245968017505047,0.7497002598242245,110,0,0,0.0,110,Background,2.005408812689685,0.02245968017505047,0.7497002598242245,0.02245968017505047
SPNS3,654,550,41.962528228759766,0.05058171,1.9948197397376923,0.023031271815270225,0.7497002598242245,111,0,0,0.0,111,Background,1.9948197397376923,0.023031271815270225,0.7497002598242245,0.023031271815270225
AMELY,496,203,38.87275695800781,0.05144571,1.9945069664832449,0.02304833970721001,0.7497002598242245,112,0,0,0.0,112,Background,1.9945069664832449,0.02304833970721001,0.7497002598242245,0.02304833970721001
PLA2G10,630,182,27.648500442504883,0.0502959,1.9943098760626636,0.023059100310353076,0.7497002598242245,113,0,0,0.0,113,Background,1.9943098760626636,0.023059100310353076,0.7497002598242245,0.023059100310353076
TRPV3,641,844,41.9796142578125,0.050426986,1.9941666498260928,0.02306692272901594,0.7497002598242245,114,0,0,0.0,114,Background,1.9941666498260928,0.02306692272901594,0.7497002598242245,0.02306692272901594
RXFP4,439,398,41.81341171264648,0.053260926,1.9851668340348365,0.023562956478973524,0.7497002598242245,115,0,0,0.0,115,Background,1.9851668340348365,0.023562956478973524,0.7497002598242245,0.023562956478973524
LMAN1L,572,560,36.913719177246094,0.049483873,1.9832472608926497,0.023669908596297102,0.7497002598242245,116,0,0,0.0,116,Background,1.9832472608926497,0.023669908596297102,0.7497002598242245,0.023669908596297102
NR1I3,570,353,41.54476165771485,0.04945376,1.9828518227811258,0.0236919917057147,0.7497002598242245,117,0,0,0.0,117,Background,1.9828518227811258,0.0236919917057147,0.7497002598242245,0.0236919917057147
OR2AT4,476,388,41.443477630615234,0.05197531,1.9810358715500622,0.023793625476153678,0.7497002598242245,118,0,0,0.0,118,Background,1.9810358715500622,0.023793625476153678,0.7497002598242245,0.023793625476153678
ACSM4,581,601,41.9512825012207,0.049593832,1.98027743761192,0.023836181305467434,0.7497002598242245,119,0,0,0.0,119,Background,1.98027743761192,0.023836181305467434,0.7497002598242245,0.023836181305467434
TSPYL6,144,435,43.537811279296875,0.076549,1.9720205204891248,0.024303632007465218,0.7497002598242245,120,0,0,0.0,120,Background,1.9720205204891248,0.024303632007465218,0.7497002598242245,0.024303632007465218
CTXN2,726,81,40.66554641723633,0.051229168,1.9715507112504775,0.024330459279222,0.7497002598242245,121,0,0,0.0,121,Background,1.9715507112504775,0.024330459279222,0.7497002598242245,0.024330459279222
TNNI2,657,183,29.379667282104492,0.050478518,1.9673189342557378,0.024573226763724247,0.7497002598242245,122,0,0,0.0,122,Background,1.9673189342557378,0.024573226763724247,0.7497002598242245,0.024573226763724247
TAS2R4,613,311,41.99888610839844,0.04993876,1.9650079263358016,0.024706660076670012,0.7497002598242245,123,0,0,0.0,123,Background,1.9650079263358016,0.024706660076670012,0.7497002598242245,0.024706660076670012
PTH2R,660,556,41.43268966674805,0.050467633,1.958326371233414,0.025095864144712078,0.7497002598242245,124,0,0,0.0,124,Background,1.958326371233414,0.025095864144712078,0.7497002598242245,0.025095864144712078
SAXO2,570,404,41.5884895324707,0.04932084,1.9562678227811257,0.02521680630078177,0.7497002598242245,125,0,0,0.0,125,Background,1.9562678227811257,0.02521680630078177,0.7497002598242245,0.02521680630078177
ITLN1,173,330,40.2251091003418,0.071380064,1.9559380670895954,0.025236225149262922,0.7497002598242245,126,0,0,0.0,126,Background,1.9559380670895954,0.025236225149262922,0.7497002598242245,0.025236225149262922
SPACA5,678,164,41.21800994873047,0.050619144,1.9486897538600694,0.025666243069037236,0.7497002598242245,127,0,0,0.0,127,Background,1.9486897538600694,0.025666243069037236,0.7497002598242245,0.025666243069037236
SYF2,563,244,29.364822387695312,0.049323853,1.9399120596078243,0.02619518910909056,0.7497002598242245,128,0,0,0.0,128,Background,1.9399120596078243,0.02619518910909056,0.7497002598242245,0.02619518910909056
GRIK4,660,974,34.29576873779297,0.050366413,1.938082371233414,0.02630658692207124,0.7497002598242245,129,0,0,0.0,129,Background,1.938082371233414,0.02630658692207124,0.7497002598242245,0.02630658692207124
ENSG00000276289,376,152,40.63655090332031,0.055317074,1.9359255510934978,0.026438409918419285,0.7497002598242245,130,0,0,0.0,130,Background,1.9359255510934978,0.026438409918419285,0.7497002598242245,0.026438409918419285
TAAR5,531,362,41.54399871826172,0.050100934,1.935766801265965,0.026448134343908806,0.7497002598242245,131,0,0,0.0,131,Background,1.935766801265965,0.026448134343908806,0.7497002598242245,0.026448134343908806
EXOSC5,703,246,41.24910736083984,0.050793994,1.9307548177564262,0.026756690136769127,0.7497002598242245,132,0,0,0.0,132,Background,1.9307548177564262,0.026756690136769127,0.7497002598242245,0.026756690136769127
FPR3,261,355,40.86878204345703,0.061752785,1.9260800927032236,0.027047186956714042,0.7497002598242245,133,0,0,0.0,133,Background,1.9260800927032236,0.027047186956714042,0.7497002598242245,0.027047186956714042
MC5R,641,346,41.96302032470703,0.050075565,1.9238824498260934,0.02718465977458693,0.7497002598242245,134,0,0,0.0,134,Background,1.9238824498260934,0.02718465977458693,0.7497002598242245,0.02718465977458693
S100Z,521,112,40.32659149169922,0.050294064,1.9238379515712671,0.027187449358367505,0.7497002598242245,135,0,0,0.0,135,Background,1.9238379515712671,0.027187449358367505,0.7497002598242245,0.027187449358367505
