gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_cetacea,delta_xenarthra,delta_tubulidentata,delta_pholidota,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
PSMD11,711,422,0.019789615646004677,41.58782196044922,0.017178184941624226,0.32812613248825073,5.828670879281901e-14,9.056314468383789,4.308307647705078,357,27.600101470947266,0.32812613248825073,4,2,0.23063371449434322,0.1405710487742964,0.0,0.08736607213028717,-0.09006266572004681,0.14326764236405604,-1.9631305546729165,-1.9631305546729165,0.9751844969837654,0.9999902868592971,14973,2.209810655222039e-12,7584,1.166289287368727e-13,1.166289287368727e-13,4.4196213104456154e-12,0.017178184941624226,0.017178184941624226,0.32812613248825073,20,Tier 0: Core Bottleneck Transducer
CCNC,715,287,0.041576892137527466,38.668399810791016,0.020561206147597526,0.3610549867153168,6.022959908591292e-14,8.102998733520508,3.8082058429718018,36,22.44256019592285,0.3610549867153168,4,3,0.19706087635806746,0.1691268610371811,0.0844281596908871,0.0585741303959819,-0.027934015320886338,0.054058586271198465,-1.5042806188295643,-1.5042806188295643,0.9337454363774462,0.9999902868592971,14470,2.209810655222039e-12,2623,1.2040368702059823e-13,1.2040368702059823e-13,4.4196213104456154e-12,0.020561206147597526,0.020561206147597526,0.3610549867153168,21,Tier 0: Core Bottleneck Transducer
GNG11,724,73,0.03202616050839424,41.49454879760742,0.018650624328335568,0.3535424768924713,6.022959908591292e-14,4.669086933135986,2.4759061336517334,10,32.71552276611328,0.14271777868270874,4,2,0.22611409915159517,0.1371438245532693,0.0,0.1622158863886373,-0.08897027459832589,0.06389821276295787,-1.744764932549208,-1.744764932549208,0.9594871023508275,0.9999902868592971,14770,2.209810655222039e-12,6333,1.2040368702059823e-13,1.2040368702059823e-13,4.4196213104456154e-12,0.018650624328335568,0.018650624328335568,0.3535424768924713,22,Tier 0: Core Bottleneck Transducer
GTF2H5,709,71,0.023833751678466797,42.07771301269531,0.017957224903272336,0.3535534143447876,6.022959908591292e-14,2.7919464111328125,1.6455587148666382,22,8.566201210021973,0.3259258568286896,4,2,0.31813582242962607,0.27006560160141946,0.14797982485920214,0.0,-0.04807022082820659,0.17015599757042393,-1.8624819146461002,-1.8624819146461002,0.96873240383008,0.9999902868592971,14883,2.209810655222039e-12,2977,1.2040368702059823e-13,1.2040368702059823e-13,4.4196213104456154e-12,0.017957224903272336,0.017957224903272336,0.3535534143447876,23,Tier 0: Core Bottleneck Transducer
COPS5,710,350,0.027983134612441063,37.868221282958984,0.014877150798529077,0.35355159640312195,6.217248937900684e-14,8.40091609954834,3.601533889770508,6,23.761499404907227,0.35355159640312195,4,4,0.24330964576031772,0.24330964576031772,0.030330994005257555,0.050981761301804505,0.023116039062841657,0.138880851390414,-2.2710220777119092,-2.2710220777119092,0.9884271792607744,0.9999902868592971,15213,2.209810655222039e-12,5274,1.244004899092488e-13,1.244004899092488e-13,4.4196213104456154e-12,0.014877150798529077,0.014877150798529077,0.35355159640312195,24,Tier 0: Core Bottleneck Transducer
RPL27A,712,166,0.03344956412911415,36.86784362792969,0.02390569616919931,0.3535517156124115,6.217248937900684e-14,5.734890460968018,2.778312921524048,39,16.220796585083008,0.3535517156124115,4,2,0.2828187177728956,0.25868474489893084,0.0,0.07872111512032065,-0.024133972873964717,0.2040976026525749,-1.0638911252673806,-1.0638911252673806,0.856310988085888,0.9932481137764289,13676,2.209810655222039e-12,5134,1.244004899092488e-13,1.244004899092488e-13,4.4196213104456154e-12,0.02390569616919931,0.02390569616919931,0.3535517156124115,25,Tier 0: Core Bottleneck Transducer
RPL8,667,259,0.01244950108230114,34.396240234375,0.010455916731570765,0.3535533845424652,6.217248937900684e-14,3.0985770225524902,2.647869110107422,119,8.76409912109375,0.3535533845424652,4,2,0.31205578060302747,0.31205578060302747,0.08673332061596926,0.0,0.22532245998705822,0.0,-2.88242407008896,-2.88242407008896,0.9980268588359591,0.9999902868592971,15546,2.209810655222039e-12,3816,1.244004899092488e-13,1.244004899092488e-13,4.4196213104456154e-12,0.010455916731570765,0.010455916731570765,0.3535533845424652,26,Tier 0: Core Bottleneck Transducer
FKBP1A,719,94,0.04194609075784683,38.48329162597656,0.01427096123870807,0.30313026905059814,6.411537967210073e-14,1.4150784015655518,0.9954596161842346,4,4.668218612670898,0.30313026905059814,4,2,0.14073090479792835,0.14073090479792835,0.06409985934053286,0.07663104545739549,0.0,0.0,-2.342085791057096,-2.342085791057096,0.9904118468022162,0.9999902868592971,15261,2.209810655222039e-12,9057,1.2817524819297432e-13,1.2817524819297432e-13,4.4196213104456154e-12,0.01427096123870807,0.01427096123870807,0.30313026905059814,27,Tier 0: Core Bottleneck Transducer
GNG12,731,72,0.05077000707387924,28.204864501953125,0.012233850635054607,0.35348761081695557,6.411537967210073e-14,2.8222496509552,1.933638572692871,26,26.43245506286621,0.10677213221788406,4,2,0.13369499657701855,0.07361691646237617,0.09114269613536956,0.04255230044164899,-0.05988889893729817,-0.00018918117734419197,-2.6065805055197533,-2.6065805055197533,0.9954274338464153,0.9999902868592971,15407,2.209810655222039e-12,6457,1.2817524819297432e-13,1.2817524819297432e-13,4.4196213104456154e-12,0.012233850635054607,0.012233850635054607,0.35348761081695557,28,Tier 0: Core Bottleneck Transducer
MYL11,670,173,0.0647316575050354,25.142921447753906,0.0384982026701078,0.40824592113494873,6.605826996519463e-14,5.254568576812744,4.452364444732666,54,12.871086120605469,0.40824592113494873,3,2,0.19432043593700649,0.15840449694848235,0.1798839388563899,,-0.03591593898852412,0.014436497080616601,0.6930380890215868,0.6930380890215868,0.24414282433580325,0.883178887583525,3889,2.209810655222039e-12,1308,1.3217205108162489e-13,1.3217205108162489e-13,4.4196213104456154e-12,0.0384982026701078,0.0384982026701078,0.40824592113494873,29,Tier 0: Core Bottleneck Transducer
SIX1,726,343,0.04205150529742241,41.41116714477539,0.02350333648988788,0.3535534143447876,6.605826996519463e-14,2.1693835258483887,1.8290573358535767,127,6.1359429359436035,0.3535534143447876,4,4,0.25934816729808297,0.25934816729808297,0.09804484628301537,0.10611198149558186,0.002733289614785108,0.052458049904700654,-1.084086035233398,-1.084086035233398,0.8608366730080155,0.9958034087308503,13713,2.209810655222039e-12,2977,1.3217205108162489e-13,1.3217205108162489e-13,4.4196213104456154e-12,0.02350333648988788,0.02350333648988788,0.3535534143447876,30,Tier 0: Core Bottleneck Transducer
TNNC2,690,170,0.04256951063871384,25.246931076049805,0.031443170238830885,0.3535517454147339,6.605826996519463e-14,2.362389326095581,1.7348591089248657,132,17.72719955444336,0.13326354324817657,4,3,0.35180431547944613,0.30985081406010906,0.16813392314419867,0.06261188797817412,-0.04195350141933704,0.12105850435707331,-0.13561576003876125,-0.13561576003876125,0.5539374770736275,0.8887539393970824,9887,2.209810655222039e-12,5116,1.3217205108162489e-13,1.3217205108162489e-13,4.4196213104456154e-12,0.031443170238830885,0.031443170238830885,0.3535517454147339,31,Tier 0: Core Bottleneck Transducer
RPL30,696,115,0.02547820843756199,36.03523635864258,0.01232573446291361,0.2917870879173279,6.700195953612595e-14,3.6506235599517822,1.2455990314483643,77,12.511258125305176,0.2917870879173279,4,2,0.18765733165800452,0.18765733165800452,0.11675640232425917,0.0,0.0,0.07090092933374537,-2.6218903173216184,-2.6218903173216184,0.9956278215978859,0.9999902868592971,15416,2.209810655222039e-12,9695,1.340039190722564e-13,1.340039190722564e-13,4.4196213104456154e-12,0.01232573446291361,0.01232573446291361,0.2917870879173279,32,Tier 0: Core Bottleneck Transducer
ACTR1A,723,376,0.010520361363887787,35.79059600830078,0.007352851741858747,0.3535534143447876,6.800116025828853e-14,8.738966941833496,4.987308502197266,79,24.717529296875,0.3535534143447876,4,3,0.3477091690161393,0.3477091690161393,0.04557159154728088,0.0,0.15365232337525203,0.14848525409360638,-3.2718554634077166,-3.2718554634077166,0.9994657790863555,0.9999902868592971,15683,2.209810655222039e-12,2977,1.3600232051658168e-13,1.3600232051658168e-13,4.4196213104456154e-12,0.007352851741858747,0.007352851741858747,0.3535534143447876,33,Tier 0: Core Bottleneck Transducer
PDZD11,718,146,0.03963612765073776,20.838603973388672,0.013483459092312916,0.3535533845424652,6.800116025828853e-14,5.199832916259766,4.349303245544434,88,14.707348823547363,0.3535533845424652,4,4,0.17822058091258228,0.17822058091258228,0.08454748009867157,0.02324960628744569,0.013457304697801882,0.05696618982866314,-2.448922145360633,-2.448922145360633,0.9928357792276373,0.9999902868592971,15328,2.209810655222039e-12,3816,1.3600232051658168e-13,1.3600232051658168e-13,4.4196213104456154e-12,0.013483459092312916,0.013483459092312916,0.3535533845424652,34,Tier 0: Core Bottleneck Transducer
TOMM6,699,74,0.07001934200525284,28.452754974365234,0.03481351157897538,0.4197288453578949,6.800116025828853e-14,4.5835862159729,3.2060115337371826,24,10.920351028442383,0.4197288453578949,4,3,0.18895565077900373,0.15446925446780999,0.10567506783741834,0.0613508725465232,-0.03448639631119373,0.021929710395062182,0.33960317582123106,0.33960317582123106,0.3670776930903495,0.883178887583525,6419,2.209810655222039e-12,685,1.3600232051658168e-13,1.3600232051658168e-13,4.4196213104456154e-12,0.03481351157897538,0.03481351157897538,0.4197288453578949,35,Tier 0: Core Bottleneck Transducer
SRSF5,726,289,0.03416798263788223,41.223567962646484,0.021289649962828724,0.3535533845424652,6.994405055138241e-14,1.9540770053863525,1.8364242315292358,289,12.358668327331543,0.15811388194561005,4,3,0.2167638925443785,0.18103124620443883,0.15270318095556668,0.0049200489909504005,-0.035732646339939673,0.059140662597861424,-1.3839207694431346,-1.3839207694431346,0.9168086417982362,0.9999902868592971,14303,2.209810655222039e-12,3816,1.3994361225400098e-13,1.3994361225400098e-13,4.4196213104456154e-12,0.021289649962828724,0.021289649962828724,0.3535533845424652,36,Tier 0: Core Bottleneck Transducer
UBE2E1,696,197,0.03178374841809273,33.54733657836914,0.012429995339759907,0.35355108976364136,6.994405055138241e-14,9.578630447387695,3.3083441257476807,16,27.092634201049805,0.35355108976364136,4,2,0.12163834179082349,-0.006010281579041446,0.012965544103090934,-0.12764862336986493,0.0,0.10867279768773255,-2.6082155673912446,-2.6082155673912446,0.9954492191539648,0.9999902868592971,15409,2.209810655222039e-12,5977,1.3994361225400098e-13,1.3994361225400098e-13,4.4196213104456154e-12,0.012429995339759907,0.012429995339759907,0.35355108976364136,37,Tier 0: Core Bottleneck Transducer
CSNK1A1,701,365,0.017514681443572044,41.50008010864258,0.012839596207932989,0.3535534143447876,7.18869408444763e-14,3.069789409637451,2.5020463466644287,290,8.6826753616333,0.3535534143447876,4,2,0.30644567501669395,0.2018242768918369,-0.10462139812485703,0.0,0.18033948667905333,0.1261061883376406,-2.5501532972701013,-2.5501532972701013,0.9946162219258228,0.9999902868592971,15382,2.209810655222039e-12,2977,1.4377388168895777e-13,1.4377388168895777e-13,4.4196213104456154e-12,0.012839596207932989,0.012839596207932989,0.3535534143447876,38,Tier 0: Core Bottleneck Transducer
SF3B3,685,1217,0.033571574836969376,33.656341552734375,0.009644346179601566,0.3535533845424652,7.18869408444763e-14,7.157553672790527,3.8419463634490967,944,33.656341552734375,0.21266582608222961,4,2,0.20933237290747986,0.15276577345638237,-0.026881079320326757,-0.029685520130770752,0.08211055009980801,0.12722182280767186,-2.9781039379896073,-2.9781039379896073,0.9985498119465673,0.9999902868592971,15574,2.209810655222039e-12,3816,1.4377388168895777e-13,1.4377388168895777e-13,4.4196213104456154e-12,0.009644346179601566,0.009644346179601566,0.3535533845424652,39,Tier 0: Core Bottleneck Transducer
TRIAP1,720,76,0.04890909045934677,41.49932098388672,0.0164646012478045,0.3535534143447876,7.18869408444763e-14,2.190347909927368,1.9961436986923218,71,9.079147338867188,0.2412503957748413,4,3,0.25494658877103044,0.20750205233722704,0.07035054216892248,0.07086183177552724,-0.047444536433803385,0.11373421482658073,-2.0457748037836883,-2.0457748037836883,0.9796107339508755,0.9999902868592971,15035,2.209810655222039e-12,2977,1.4377388168895777e-13,1.4377388168895777e-13,4.4196213104456154e-12,0.0164646012478045,0.0164646012478045,0.3535534143447876,40,Tier 0: Core Bottleneck Transducer
ARPP19,591,112,0.0448850616812706,37.70635223388672,0.034700343777155446,0.40824830532073975,7.382983113757018e-14,3.5707993507385254,2.3423686027526855,4,12.872465133666992,0.2773982584476471,3,2,0.2650213918598307,0.19634711138308053,0.09463635290721638,,-0.06867428047675019,0.1703850389526143,-0.10637899255884191,-0.10637899255884191,0.5423591700000753,0.8871556643050427,9691,2.209810655222039e-12,879,1.4771517342637708e-13,1.4771517342637708e-13,4.4196213104456154e-12,0.034700343777155446,0.034700343777155446,0.40824830532073975,41,Tier 0: Core Bottleneck Transducer
CTNNBIP1,720,81,0.04310468211770058,35.856834411621094,0.03278142347072582,0.3695715367794037,7.382983113757018e-14,9.475796699523926,5.1354193687438965,60,25.63995361328125,0.3695715367794037,4,4,0.34339396175294334,0.34339396175294334,0.07671626158895326,0.13640172589249255,0.03511175737252962,0.09516421689896788,0.15027579252529985,0.15027579252529985,0.4402735154306081,0.883178887583525,7851,2.209810655222039e-12,2359,1.4771517342637708e-13,1.4771517342637708e-13,4.4196213104456154e-12,0.03278142347072582,0.03278142347072582,0.3695715367794037,42,Tier 0: Core Bottleneck Transducer
HMGA2,723,125,0.03419565409421921,38.109901428222656,0.013065461374822767,0.3535534143447876,7.382983113757018e-14,3.6372687816619873,2.2158586978912354,84,10.287749290466309,0.3535534143447876,4,2,0.1521581758835017,0.11997637067797788,0.0,0.049148931250507934,0.10300924463299375,-0.03218180520552381,-2.500556158168886,-2.500556158168886,0.9938000764072278,0.9999902868592971,15350,2.209810655222039e-12,2977,1.4771517342637708e-13,1.4771517342637708e-13,4.4196213104456154e-12,0.013065461374822767,0.013065461374822767,0.3535534143447876,43,Tier 0: Core Bottleneck Transducer
PRPF38A,718,328,0.021963391453027725,41.550148010253906,0.011954489267830557,0.3233504891395569,7.382983113757018e-14,3.157344102859497,1.77223539352417,143,9.764463424682617,0.3233504891395569,4,3,0.20280316080914518,0.20280316080914518,0.0,0.03275900996022052,0.016463768495729045,0.1535803823531956,-2.6542662473029,-2.6542662473029,0.996025945683676,0.9999902868592971,15431,2.209810655222039e-12,7877,1.4771517342637708e-13,1.4771517342637708e-13,4.4196213104456154e-12,0.011954489267830557,0.011954489267830557,0.3233504891395569,44,Tier 0: Core Bottleneck Transducer
IER3IP1,698,112,0.04726771265268326,41.59147644042969,0.012791721675861997,0.3535534143447876,7.577272143066407e-14,1.9714833498001099,1.5179237127304077,81,5.576196670532227,0.3535534143447876,4,2,0.018953976803881993,-0.030036916796773096,-0.02147015702618075,0.018749773413837757,-0.02752073657447434,0.0002042033900442375,-2.55904987596088,-2.55904987596088,0.9947520659195792,0.9999902868592971,15389,2.209810655222039e-12,2977,1.5154544286133387e-13,1.5154544286133387e-13,4.4196213104456154e-12,0.012791721675861997,0.012791721675861997,0.3535534143447876,45,Tier 0: Core Bottleneck Transducer
RPL12,691,167,0.03299957513809204,41.2041015625,0.02000757400153162,0.3535534143447876,7.577272143066407e-14,4.223163604736328,2.0536816120147705,144,11.94490909576416,0.3535534143447876,4,2,0.12132920478365042,0.036130126093669,-0.07361504764594747,0.0004602239142783862,-0.01158403104403395,0.12086898086937203,-1.6238058488398062,-1.6238058488398062,0.9477913743010451,0.9999902868592971,14634,2.209810655222039e-12,2977,1.5154544286133387e-13,1.5154544286133387e-13,4.4196213104456154e-12,0.02000757400153162,0.02000757400153162,0.3535534143447876,46,Tier 0: Core Bottleneck Transducer
CAB39,726,341,0.02869219332933426,41.2223014831543,0.00983466734074871,0.3535534143447876,7.771561172375794e-14,3.085771322250366,1.6082582473754883,167,8.72787857055664,0.3535534143447876,4,2,0.10157795661439714,0.09895029565040363,0.0,0.07875230849070151,-0.0026276609639935174,0.02282564812369563,-2.935451046149168,-2.935451046149168,0.9983346841975278,0.9999902868592971,15567,2.209810655222039e-12,2977,1.5548673459875317e-13,1.5548673459875317e-13,4.4196213104456154e-12,0.00983466734074871,0.00983466734074871,0.3535534143447876,47,Tier 0: Core Bottleneck Transducer
