gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,composite_rank,tier
FRG2,309,351,43.21489715576172,0.022448236,5.916138,3.2958836537274073e-09,1.344328163619148e-06,23,0,0,0.0,23,Tier 0: Core Bottleneck Transducer
IFNL4,52,123,36.71251678466797,0.022387022,5.9071016,3.481789719109429e-09,1.38712882972241e-06,24,0,0,0.0,24,Tier 0: Core Bottleneck Transducer
CCNP,560,348,41.715816497802734,0.022231972,5.8842115,3.999560263567168e-09,1.541733717944929e-06,25,0,0,0.0,25,Tier 0: Core Bottleneck Transducer
FAM90A14,144,497,39.99639892578125,0.022215916,5.881841,4.057275636180057e-09,1.541733717944929e-06,26,0,0,0.0,26,Tier 0: Core Bottleneck Transducer
SP110,221,758,44.95733642578125,0.022172311,5.8754044,4.218124462060083e-09,1.541733717944929e-06,27,0,0,0.0,27,Tier 0: Core Bottleneck Transducer
SCML1,287,398,40.507728576660156,0.022169199,5.8749447,4.229845586563053e-09,1.541733717944929e-06,28,0,0,0.0,28,Tier 0: Core Bottleneck Transducer
MYL5,413,181,27.894790649414062,0.022061191,5.8589997,4.656634569300599e-09,1.6431300663192912e-06,29,0,0,0.0,29,Tier 0: Core Bottleneck Transducer
ETDA,107,64,28.381315231323242,0.021640332,5.79687,6.756393016371227e-09,2.269485662028539e-06,30,0,0,0.0,30,Tier 0: Core Bottleneck Transducer
APOL5,189,412,41.37318420410156,0.021532582,5.7809634,7.4274040464480855e-09,2.4469011292250414e-06,31,0,0,0.0,31,Tier 0: Core Bottleneck Transducer
FAM90A3,118,497,39.67323303222656,0.021346843,5.7535424,8.739250455054081e-09,2.824756595198707e-06,32,0,0,0.0,32,Tier 0: Core Bottleneck Transducer
CLEC2B,376,168,41.48480224609375,0.020770682,5.6684856,1.4406514084888236e-08,4.414667169934733e-06,33,0,0,0.0,33,Tier 0: Core Bottleneck Transducer
TCP10L,280,260,36.54867172241211,0.020768693,5.668192,1.4431227687604055e-08,4.414667169934733e-06,34,0,0,0.0,34,Tier 0: Core Bottleneck Transducer
ENSG00000283205,525,95,21.986848831176758,0.020552756,5.6363144,1.737280899976035e-08,5.134791862092866e-06,35,0,0,0.0,35,Tier 0: Core Bottleneck Transducer
ELSPBP1,419,224,41.77229690551758,0.020402566,5.614142,1.9754001512991108e-08,5.7356915240517064e-06,36,0,0,0.0,36,Tier 0: Core Bottleneck Transducer
OR4C15,207,342,41.5694580078125,0.020324273,5.602584,2.1117977697936114e-08,6.029534599055727e-06,37,0,0,0.0,37,Tier 0: Core Bottleneck Transducer
HTR3E,304,460,41.250335693359375,0.020158734,5.578146,2.4309561235610473e-08,6.716888605278112e-06,38,0,0,0.0,38,Tier 0: Core Bottleneck Transducer
CDSN,199,702,47.41878128051758,0.020110026,5.5709553,2.5334636227803103e-08,6.889010368547539e-06,39,0,0,0.0,39,Tier 0: Core Bottleneck Transducer
CT45A9,46,199,40.51816177368164,0.01986345,5.5345545,3.1202043535022334e-08,8.339119017236178e-06,40,0,0,0.0,40,Tier 0: Core Bottleneck Transducer
DEFB132,536,114,37.819305419921875,0.019516332,5.4833097,4.1744117777251144e-08,1.0673410173762527e-05,41,0,0,0.0,41,Tier 0: Core Bottleneck Transducer
LOC124903723,180,272,40.528812408447266,0.019422656,5.469481,4.513553250031722e-08,1.1346739249149191e-05,42,0,0,0.0,42,Tier 0: Core Bottleneck Transducer
OR2Z1,391,336,44.86064147949219,0.019407673,5.467269,4.570223619119107e-08,1.1346739249149191e-05,43,0,0,0.0,43,Tier 0: Core Bottleneck Transducer
CYP2C19,122,514,40.13868713378906,0.019260626,5.445561,5.1642380792718444e-08,1.2460360920564222e-05,44,0,0,0.0,44,Tier 0: Core Bottleneck Transducer
UGT2B17,69,538,51.0081672668457,0.019215856,5.438952,5.359489994231648e-08,1.2715877692915101e-05,45,0,0,0.0,45,Tier 0: Core Bottleneck Transducer
ACSBG2,394,690,42.67718505859375,0.019202614,5.4369974,5.418592444006785e-08,1.2715877692915101e-05,46,0,0,0.0,46,Tier 0: Core Bottleneck Transducer
OR2G6,231,330,41.980804443359375,0.018825056,5.3812594,7.396649989588081e-08,1.689493479621779e-05,47,0,0,0.0,47,Tier 0: Core Bottleneck Transducer
TAS2R5,382,319,41.835968017578125,0.01877101,5.373281,7.73166948671178e-08,1.742779341800783e-05,48,0,0,0.0,48,Tier 0: Core Bottleneck Transducer
CYP2A13,271,525,40.51618194580078,0.018524759,5.3369274,9.453486237918353e-08,2.024345909272241e-05,49,0,0,0.0,49,Tier 0: Core Bottleneck Transducer
KRT37,310,498,40.77687454223633,0.018440653,5.324511,1.0122494833577677e-07,2.140845172765669e-05,50,0,0,0.0,50,Tier 0: Core Bottleneck Transducer
NLRP9,407,1019,42.0274658203125,0.018346021,5.310541,1.0930019936569364e-07,2.283441116260607e-05,51,0,0,0.0,51,Tier 0: Core Bottleneck Transducer
FRG2B,314,349,43.356773376464844,0.018309627,5.305168,1.1256917934076232e-07,2.3234007364898786e-05,52,0,0,0.0,52,Tier 0: Core Bottleneck Transducer
OR1L1,155,331,41.258636474609375,0.018056452,5.2677927,1.3807389782798542e-07,2.794480786215835e-05,53,0,0,0.0,53,Tier 0: Core Bottleneck Transducer
PRAMEF7,141,504,43.006446838378906,0.017735895,5.22047,1.7846966367152098e-07,3.514211273973363e-05,54,0,0,0.0,54,Tier 0: Core Bottleneck Transducer
DEFB114,537,77,37.54795837402344,0.017317738,5.1587386,2.486191132827409e-07,4.68968775398107e-05,55,0,0,0.0,55,Tier 0: Core Bottleneck Transducer
LAIR2,236,167,41.92067337036133,0.01722217,5.14463,2.6804864530294465e-07,4.991240589874722e-05,56,0,0,0.0,56,Tier 0: Core Bottleneck Transducer
PRAMEF25,115,503,42.09916305541992,0.017111862,5.128346,2.922989142145149e-07,5.3842717197944666e-05,57,0,0,0.0,57,Tier 0: Core Bottleneck Transducer
CYP2A6,250,526,40.44758605957031,0.017040407,5.117797,3.0912521810633925e-07,5.6336426716805294e-05,58,0,0,0.0,58,Tier 0: Core Bottleneck Transducer
LOC124904394,220,143,43.65099334716797,0.016795725,5.0816755,3.741200754594369e-07,6.676094804891264e-05,59,0,0,0.0,59,Tier 0: Core Bottleneck Transducer
IGFL2,173,133,30.945329666137695,0.016580326,5.0498767,4.420953478641423e-07,7.671087779299326e-05,60,0,0,0.0,60,Tier 0: Core Bottleneck Transducer
PARP15,129,687,41.78654479980469,0.016576769,5.0493517,4.433119433486856e-07,7.671087779299326e-05,61,0,0,0.0,61,Tier 0: Core Bottleneck Transducer
LOC105377015,217,153,40.752708435058594,0.01656346,5.047387,4.4789322701117043e-07,7.672858871928361e-05,62,0,0,0.0,62,Tier 0: Core Bottleneck Transducer
FAM90A11,144,504,40.67057418823242,0.016397728,5.02292,5.089171178437811e-07,8.547312888021387e-05,63,0,0,0.0,63,Tier 0: Core Bottleneck Transducer
ADAR,565,1240,41.770145416259766,0.0163018,5.0087585,5.478224797331765e-07,9.111404757581598e-05,64,0,0,0.0,64,Tier 0: Core Bottleneck Transducer
UGT2B28,102,531,47.8696403503418,0.015877098,4.946061,7.573018447825599e-07,0.00012355559907590509,65,0,0,0.0,65,Tier 0: Core Bottleneck Transducer
CALML6,403,169,27.85847282409668,0.015694186,4.919059,8.696134579950245e-07,0.00014054102027276193,66,0,0,0.0,66,Tier 0: Core Bottleneck Transducer
TSNARE1,381,561,37.462398529052734,0.01560767,4.9062867,9.281681616717132e-07,0.00014860232502428148,67,0,0,0.0,67,Tier 0: Core Bottleneck Transducer
BMAL2,505,655,42.42041778564453,0.015591165,4.9038496,9.397645411493587e-07,0.00014906579957805246,68,0,0,0.0,68,Tier 0: Core Bottleneck Transducer
CST9L,318,174,38.52945327758789,0.015512499,4.8922367,9.96964368816031e-07,0.000156688042221903,69,0,0,0.0,69,Tier 0: Core Bottleneck Transducer
OR2T27,290,320,41.809974670410156,0.015242643,4.852399,1.2197698583427028e-06,0.00018825114813755714,70,0,0,0.0,70,Tier 0: Core Bottleneck Transducer
OBP2B,170,148,35.06119155883789,0.01510082,4.8314614,1.3553447788015468e-06,0.00020577903552896652,71,0,0,0.0,71,Tier 0: Core Bottleneck Transducer
FAM111B,360,836,41.9710807800293,0.015098807,4.831165,1.3573656537722968e-06,0.00020577903552896652,72,0,0,0.0,72,Tier 0: Core Bottleneck Transducer
CT83,441,95,37.53071975708008,0.014905102,4.802569,1.5664288312700566e-06,0.00023334341137815076,73,0,0,0.0,73,Tier 0: Core Bottleneck Transducer
ARSH,318,587,40.90179443359375,0.014653445,4.765417,1.8846337454643122e-06,0.0002718057985774789,74,0,0,0.0,74,Tier 0: Core Bottleneck Transducer
TCEAL8,175,124,40.472434997558594,0.014625195,4.7612467,1.9240069617202604e-06,0.00027466802717691485,75,0,0,0.0,75,Tier 0: Core Bottleneck Transducer
OR7D2,236,345,41.588775634765625,0.014564226,4.7522464,2.0116902637247926e-06,0.00028291371628932433,76,0,0,0.0,76,Tier 0: Core Bottleneck Transducer
RBM23,583,502,41.15858459472656,0.014156602,4.69207,2.704545417916771e-06,0.00036771085360581113,77,0,0,0.0,77,Tier 0: Core Bottleneck Transducer
CYP2C18,161,496,39.977874755859375,0.014081245,4.680945,2.855556605195767e-06,0.00038307146438026506,78,0,0,0.0,78,Tier 0: Core Bottleneck Transducer
RNF175,489,352,41.64242172241211,0.014026908,4.6729236,2.9694229711012487e-06,0.0003943347668057015,79,0,0,0.0,79,Tier 0: Core Bottleneck Transducer
HTR3C,352,455,41.21126937866211,0.013981922,4.666282,3.06698446871885e-06,0.0004041577764124817,80,0,0,0.0,80,Tier 0: Core Bottleneck Transducer
C22orf31,545,322,42.562416076660156,0.013892557,4.65309,3.269974356108204e-06,0.00042761779156098964,81,0,0,0.0,81,Tier 0: Core Bottleneck Transducer
TYW1B,41,672,41.04207229614258,0.013869793,4.6497293,3.3237105521928188e-06,0.0004313521626485998,82,0,0,0.0,82,Tier 0: Core Bottleneck Transducer
PRAM1,200,838,41.00334930419922,0.013766753,4.634518,3.5776985117015574e-06,0.00046082370830044647,83,0,0,0.0,83,Tier 0: Core Bottleneck Transducer
LOC124907900,146,111,37.04960632324219,0.013720967,4.6277585,3.696446939442941e-06,0.000472565914325351,84,0,0,0.0,84,Tier 0: Core Bottleneck Transducer
TPD52L3,476,147,40.502037048339844,0.01370462,4.625345,3.739749723436718e-06,0.0004745603889792179,85,0,0,0.0,85,Tier 0: Core Bottleneck Transducer
NUTM2G,215,515,47.41249084472656,0.013666554,4.6197257,3.842476851954047e-06,0.0004840108158148881,86,0,0,0.0,86,Tier 0: Core Bottleneck Transducer
OR6F1,327,319,41.537628173828125,0.013643311,4.616295,3.906517998779538e-06,0.0004884858382269508,87,0,0,0.0,87,Tier 0: Core Bottleneck Transducer
SPDYE18,60,360,42.17850112915039,0.013615383,4.612171,3.984846243419607e-06,0.0004946695724349368,88,0,0,0.0,88,Tier 0: Core Bottleneck Transducer
GSTM5,134,304,38.07243347167969,0.013521542,4.5983176,4.259163231708045e-06,0.0005249188872114426,89,0,0,0.0,89,Tier 0: Core Bottleneck Transducer
SSU72L2,164,201,41.59041976928711,0.013442744,4.586685,4.50338968278878e-06,0.0005510540618275328,90,0,0,0.0,90,Tier 0: Core Bottleneck Transducer
NCBP2L,377,169,38.03604507446289,0.013307524,4.566723,4.954082742059608e-06,0.0005934852549246374,91,0,0,0.0,91,Tier 0: Core Bottleneck Transducer
ACOT2,281,432,42.10698318481445,0.012968805,4.516719,6.280519944536792e-06,0.0007369286792456149,92,0,0,0.0,92,Tier 0: Core Bottleneck Transducer
PRAMEF18,128,493,41.5283203125,0.012929884,4.510973,6.453094230430353e-06,0.0007469456571723133,93,0,0,0.0,93,Tier 0: Core Bottleneck Transducer
MAP1LC3BP1,38,151,29.442493438720703,0.012834122,4.496836,6.897208660722717e-06,0.0007929938360190662,94,0,0,0.0,94,Tier 0: Core Bottleneck Transducer
TTC31,426,573,42.27754592895508,0.01270728,4.478111,7.5306518165407055e-06,0.0008600506417943923,95,0,0,0.0,95,Tier 0: Core Bottleneck Transducer
C1QTNF8,402,270,33.51921081542969,0.012643859,4.4687486,7.86785464356979e-06,0.0008926107145628745,96,0,0,0.0,96,Tier 0: Core Bottleneck Transducer
OR2T11,253,320,41.634979248046875,0.012557978,4.45607,8.34758061480094e-06,0.0009266450747417215,97,0,0,0.0,97,Tier 0: Core Bottleneck Transducer
FAM90A8,112,497,39.69581604003906,0.012551613,4.4551306,8.384214966141313e-06,0.0009266450747417215,98,0,0,0.0,98,Tier 0: Core Bottleneck Transducer
MAGEB18,123,375,43.99601364135742,0.012482329,4.4449024,8.793176931084774e-06,0.000965614833374444,99,0,0,0.0,99,Tier 0: Core Bottleneck Transducer
SIGLEC11,111,714,41.175235748291016,0.012326165,4.4218483,9.786015783980626e-06,0.0010543662666375603,100,0,0,0.0,100,Tier 0: Core Bottleneck Transducer
TOMM20L,565,213,37.171142578125,0.012264763,4.4127836,1.0204997534245963e-05,0.001091779173533704,101,0,0,0.0,101,Tier 0: Core Bottleneck Transducer
UGT2B10,104,531,47.3929443359375,0.012234231,4.4082766,1.041964416763884e-05,0.0011018452113322284,102,0,0,0.0,102,Tier 0: Core Bottleneck Transducer
UBASH3A,223,683,41.685386657714844,0.012131894,4.3931684,1.1171050216601377e-05,0.0011617615431012405,103,0,0,0.0,103,Tier 0: Core Bottleneck Transducer
FAM90A26,146,475,40.439598083496094,0.0120349005,4.3788495,1.1930748203619379e-05,0.0012312388402180938,104,0,0,0.0,104,Tier 0: Core Bottleneck Transducer
NES,507,2518,43.15229415893555,0.012007823,4.374852,1.2151479311144476e-05,0.0012465089346060838,105,0,0,0.0,105,Tier 0: Core Bottleneck Transducer
IGFL3,175,106,39.276546478271484,0.011936346,4.3643003,1.2753031756359554e-05,0.0012948144252723731,106,0,0,0.0,106,Tier 0: Core Bottleneck Transducer
CDH26,360,955,41.75476837158203,0.011933966,4.363949,1.2773547245988621e-05,0.0012948144252723731,107,0,0,0.0,107,Tier 0: Core Bottleneck Transducer
FBN3,444,2865,41.03916549682617,0.011811575,4.345881,1.3871777195815515e-05,0.0013978671478912681,108,0,0,0.0,108,Tier 0: Core Bottleneck Transducer
PRAMEF26,136,420,41.468448638916016,0.011774682,4.3404346,1.422012195271165e-05,0.0014245901121163935,109,0,0,0.0,109,Tier 0: Core Bottleneck Transducer
RHOXF1,77,192,35.98569107055664,0.011748062,4.336505,1.4476617748998277e-05,0.001441854294523776,110,0,0,0.0,110,Tier 0: Core Bottleneck Transducer
OR56B4,162,322,41.49099349975586,0.011648348,4.321784,1.547726550841248e-05,0.0015237990541644493,111,0,0,0.0,111,Tier 0: Core Bottleneck Transducer
LOC112267908,33,236,38.56474685668945,0.011454399,4.2931523,1.7615405822249222e-05,0.0017243972408054367,112,0,0,0.0,112,Tier 0: Core Bottleneck Transducer
LCN1,272,182,34.37124252319336,0.011381334,4.282366,1.8491665975523978e-05,0.0017845051121682235,113,0,0,0.0,113,Tier 0: Core Bottleneck Transducer
SPAG11A,493,157,40.490257263183594,0.011367473,4.2803197,1.8662503670095094e-05,0.0017845051121682235,114,0,0,0.0,114,Tier 0: Core Bottleneck Transducer
AKNAD1,529,817,41.458152770996094,0.011360401,4.2792754,1.8750272616325973e-05,0.0017845051121682235,115,0,0,0.0,115,Tier 0: Core Bottleneck Transducer
SMIM42,516,75,41.140316009521484,0.011191265,4.2543063,2.0969807746151977e-05,0.001973811958787525,116,0,0,0.0,116,Tier 0: Core Bottleneck Transducer
PIWIL3,362,924,41.33301544189453,0.011165276,4.2504697,2.1332270843591022e-05,0.001996957004489387,117,0,0,0.0,117,Tier 0: Core Bottleneck Transducer
DEFB112,438,96,44.265625,0.010892901,4.21026,2.5507706302973737e-05,0.0023748506341100166,118,0,0,0.0,118,Tier 0: Core Bottleneck Transducer
CATSPER4,311,496,41.197471618652344,0.010838017,4.2021575,2.643830806861694e-05,0.0024350250296961114,119,0,0,0.0,119,Tier 0: Core Bottleneck Transducer
OR51V1,355,325,41.82805252075195,0.010707551,4.182897,2.878176953565601e-05,0.002636687133237022,120,0,0,0.0,120,Tier 0: Core Bottleneck Transducer
SPINK5,490,1118,40.86034393310547,0.010514729,4.1544313,3.260975108066238e-05,0.0029714768391639742,121,0,0,0.0,121,Tier 0: Core Bottleneck Transducer
TCEAL1,157,182,40.59196090698242,0.010471022,4.1479793,3.354227774921763e-05,0.0030242776848518277,122,0,0,0.0,122,Tier 0: Core Bottleneck Transducer
RFPL4B,425,302,41.32936096191406,0.010379536,4.1344733,3.5576957296518605e-05,0.0031723699795576186,123,0,0,0.0,123,Tier 0: Core Bottleneck Transducer
PNPLA5,575,457,40.90495300292969,0.0103764385,4.134016,3.5647858355444244e-05,0.0031723699795576186,124,0,0,0.0,124,Tier 0: Core Bottleneck Transducer
TRDV2,421,150,33.175514221191406,0.010366496,4.1325483,3.587632943636841e-05,0.0031723699795576186,125,0,0,0.0,125,Tier 0: Core Bottleneck Transducer
FAM90A22,126,413,35.86442184448242,0.01035904,4.131448,3.604855708471272e-05,0.0031723699795576186,126,0,0,0.0,126,Tier 0: Core Bottleneck Transducer
ERICH5,328,545,41.912139892578125,0.01035636,4.131052,3.611068507464454e-05,0.0031723699795576186,127,0,0,0.0,127,Tier 0: Core Bottleneck Transducer
OR1M1,302,336,41.400146484375,0.010297574,4.1223736,3.749884118398671e-05,0.00327751351185141,128,0,0,0.0,128,Tier 0: Core Bottleneck Transducer
CLCA4,527,1069,41.71534729003906,0.010079454,4.0901732,4.310510933284234e-05,0.003729462767580415,129,0,0,0.0,129,Tier 0: Core Bottleneck Transducer
ALPG,291,634,43.808441162109375,0.009981386,4.075696,4.587692305265704e-05,0.003929587844075339,130,0,0,0.0,130,Tier 0: Core Bottleneck Transducer
OR4S1,223,337,41.71261978149414,0.009966386,4.073481,4.631561509078783e-05,0.00394742687622033,131,0,0,0.0,131,Tier 0: Core Bottleneck Transducer
FAM90A21P,113,490,40.27721405029297,0.009855103,4.057053,4.969578875538924e-05,0.004193785995904301,132,0,0,0.0,132,Tier 0: Core Bottleneck Transducer
SPDYE10,217,297,41.987457275390625,0.009742855,4.0404825,5.334134066040522e-05,0.004456341279769107,133,0,0,0.0,133,Tier 0: Core Bottleneck Transducer
KRTAP1-5,32,175,39.35833740234375,0.009735544,4.039403,5.3587432352602654e-05,0.004456341279769107,134,0,0,0.0,134,Tier 0: Core Bottleneck Transducer
CST9,298,189,36.57018280029297,0.009700879,4.0342855,5.476868394978121e-05,0.004532571617119333,135,0,0,0.0,135,Tier 0: Core Bottleneck Transducer
PRAMEF27,141,513,42.132469177246094,0.009673223,4.0302024,5.572884829488429e-05,0.0045898600968253015,136,0,0,0.0,136,Tier 0: Core Bottleneck Transducer
FAM90A19,105,498,35.791866302490234,0.009643021,4.025744,5.67954618158707e-05,0.0046553256285534975,137,0,0,0.0,137,Tier 0: Core Bottleneck Transducer
OR6T1,222,325,41.94915008544922,0.009568199,4.0146985,5.952183094147954e-05,0.004855564218373742,138,0,0,0.0,138,Tier 0: Core Bottleneck Transducer
CYP2C9,120,494,39.75730895996094,0.009454385,3.9978962,6.390796477879251e-05,0.005188660401068694,139,0,0,0.0,139,Tier 0: Core Bottleneck Transducer
SLFN11,374,963,44.96211242675781,0.0094242105,3.9934416,6.512112838299296e-05,0.0052549791888452,140,0,0,0.0,140,Tier 0: Core Bottleneck Transducer
MAGEF1,359,369,41.47462463378906,0.009391767,3.988652,6.644982165562357e-05,0.005319401377488258,141,0,0,0.0,141,Tier 0: Core Bottleneck Transducer
SPAG6,586,509,44.83769607543945,0.009201264,3.9605289,7.478395665323171e-05,0.005903797057265034,142,0,0,0.0,142,Tier 0: Core Bottleneck Transducer
GARIN5B,25,1103,42.426971435546875,0.00905121,3.938377,8.203466203714962e-05,0.006405167192991482,143,0,0,0.0,143,Tier 0: Core Bottleneck Transducer
SLC5A4,472,732,41.71075439453125,0.00899407,3.9299412,8.496664501076175e-05,0.006527191012015065,144,0,0,0.0,144,Tier 0: Core Bottleneck Transducer
PRAMEF11,140,549,42.400238037109375,0.008865533,3.910966,9.192774425451886e-05,0.007030420476893583,145,0,0,0.0,145,Tier 0: Core Bottleneck Transducer
A1BG,581,529,39.82512283325195,0.008853128,3.9091346,9.262733601535721e-05,0.007049230276845613,146,0,0,0.0,146,Tier 0: Core Bottleneck Transducer
NLRP5,327,1237,42.9962043762207,0.0088466145,3.908173,9.299667518341653e-05,0.007049230276845613,147,0,0,0.0,147,Tier 0: Core Bottleneck Transducer
PRAMEF4,149,504,41.797603607177734,0.0087745115,3.8975286,9.717932919647902e-05,0.007333828583545736,148,0,0,0.0,148,Tier 0: Core Bottleneck Transducer
ENTPD6,296,486,39.82748794555664,0.008651235,3.8793297,0.0001047447117825606,0.007870094989241428,149,0,0,0.0,149,Tier 0: Core Bottleneck Transducer
FAM90A12,120,496,39.26492691040039,0.008613777,3.8737998,0.00010715144643740152,0.00798091925617011,150,0,0,0.0,150,Tier 0: Core Bottleneck Transducer
MBD3L3,152,209,35.46300506591797,0.008595234,3.8710625,0.00010836199405751973,0.00803614424328732,151,0,0,0.0,151,Tier 0: Core Bottleneck Transducer
LOC124905230,78,176,41.11344909667969,0.00847443,3.8532286,0.00011657047660034756,0.008570681693736284,152,0,0,0.0,152,Tier 0: Core Bottleneck Transducer
GSTM2,152,244,39.41672897338867,0.008371764,3.838072,0.0001240040947749818,0.008977761678881379,153,0,0,0.0,153,Tier 0: Core Bottleneck Transducer
MRFAP1L2,268,122,24.608699798583984,0.00836909,3.8376775,0.00012420346260550387,0.008977761678881379,154,0,0,0.0,154,Tier 0: Core Bottleneck Transducer
COA1,464,157,37.24958038330078,0.008235408,3.8179424,0.0001345693431875479,0.009605447575607847,155,0,0,0.0,155,Tier 0: Core Bottleneck Transducer
GSTM1,138,226,30.631494522094727,0.0082096625,3.8141418,0.00013665701725096781,0.00971398905612585,156,0,0,0.0,156,Tier 0: Core Bottleneck Transducer
SERPINA3,351,439,37.44935989379883,0.008038032,3.7888045,0.00015137395568535432,0.010627816536253299,157,0,0,0.0,157,Tier 1: Primary Regulatory Effector
FAM90A1,151,467,40.50543212890625,0.007866493,3.763481,0.00016756452934815573,0.011621651628596179,158,0,0,0.0,158,Tier 1: Primary Regulatory Effector
FAM90A15,140,512,40.346656799316406,0.007850499,3.7611194,0.00016915467894978507,0.011684632278583741,159,0,0,0.0,159,Tier 1: Primary Regulatory Effector
PRAMEF9,128,543,41.88655090332031,0.007838657,3.7593713,0.00017034088980269246,0.011719316398433433,160,0,0,0.0,160,Tier 1: Primary Regulatory Effector
TRBV24-1,312,117,41.445411682128906,0.007647451,3.7311442,0.00019061208214933876,0.012957839600398105,161,0,0,0.0,161,Tier 1: Primary Regulatory Effector
PRAMEF6,153,502,42.58759689331055,0.007625885,3.7279606,0.0001930355573280239,0.01298635672527661,162,0,0,0.0,162,Tier 1: Primary Regulatory Effector
GSDMC,326,549,42.55055618286133,0.007459803,3.7034423,0.00021269354573715682,0.014014050507781666,163,0,0,0.0,163,Tier 1: Primary Regulatory Effector
OR51E1,314,329,41.62830352783203,0.007343174,3.6862245,0.00022760562151653488,0.014939126062068042,164,0,0,0.0,164,Tier 1: Primary Regulatory Effector
OR10A7,413,339,42.445106506347656,0.0071504847,3.6577785,0.00025441075563468823,0.016276761600269696,165,0,0,0.0,165,Tier 1: Primary Regulatory Effector
CES5A,523,603,42.676822662353516,0.0071451594,3.6569924,0.00025519190848456627,0.016276761600269696,166,0,0,0.0,166,Tier 1: Primary Regulatory Effector
CCDC192,473,313,41.502532958984375,0.0069575994,3.6293037,0.00028418674902463324,0.01796458744480071,167,0,0,0.0,167,Tier 1: Primary Regulatory Effector
