gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,composite_rank,tier
BTN2A1,409,539,42.64490509033203,0.058569428,3.3414767,0.0008333401691045376,0.04274236657763423,79,0,0,0.0,79,Tier 1: Primary Regulatory Effector
PCDHA1,312,1029,41.49126434326172,0.058510028,3.3331752,0.0008586086209005411,0.04364636286245451,80,0,0,0.0,80,Tier 1: Primary Regulatory Effector
TAS2R9,285,325,39.27061080932617,0.058268026,3.2993543,0.0009690751307346279,0.04819594349788971,81,0,0,0.0,81,Tier 1: Primary Regulatory Effector
OR2AG1,198,323,41.35437774658203,0.058264837,3.2989087,0.0009706147047324704,0.04819594349788971,82,0,0,0.0,82,Tier 1: Primary Regulatory Effector
DDX60,475,1739,42.91128158569336,0.058218017,3.2923656,0.0009934838725333076,0.048989496855797135,83,0,0,0.0,83,Tier 1: Primary Regulatory Effector
ARL17A,417,92,33.642520904541016,0.058214404,3.2918606,0.0009952693835264797,0.048989496855797135,84,0,0,0.0,84,Tier 1: Primary Regulatory Effector
SPINT3,368,108,40.93805694580078,0.05820793,3.2909555,0.0009984769136629668,0.048989496855797135,85,0,0,0.0,85,Tier 1: Primary Regulatory Effector
OR4C5,113,328,42.098297119140625,0.058202267,3.2901642,0.0010012892290163654,0.048989496855797135,86,0,0,0.0,86,Tier 1: Primary Regulatory Effector
RAPGEFL1,211,520,41.920101165771484,0.058197316,3.2894723,0.001003754211452034,0.048989496855797135,87,0,0,0.0,87,Tier 1: Primary Regulatory Effector
SPDYE13,274,320,41.230384826660156,0.058069143,3.2715597,0.001069559984083497,0.05175884770433443,88,0,0,0.0,88,Tier 2: Physiological Homeostasis Modifier
OR9Q1,430,314,41.92335510253906,0.05804217,3.2677898,0.0010839081886784897,0.0523054399443696,89,0,0,0.0,89,Tier 2: Physiological Homeostasis Modifier
H2BC7,191,127,29.95039939880371,0.057927273,3.2517328,0.0011470378767002856,0.05454031201304389,90,0,0,0.0,90,Tier 2: Physiological Homeostasis Modifier
MYOCOS,665,104,41.41932678222656,0.057902474,3.248267,0.0011611028677985208,0.05494710836534934,91,0,0,0.0,91,Tier 2: Physiological Homeostasis Modifier
ANKDD1A,498,529,41.43240737915039,0.057721592,3.222988,0.001268609168318284,0.059079436247992625,92,0,0,0.0,92,Tier 2: Physiological Homeostasis Modifier
PCDHGB3,74,934,48.11676025390625,0.057712182,3.2216728,0.0012744459745230032,0.059079436247992625,93,0,0,0.0,93,Tier 2: Physiological Homeostasis Modifier
OR51A2,149,321,41.43809509277344,0.057701766,3.2202172,0.0012809349334013188,0.059079436247992625,94,0,0,0.0,94,Tier 2: Physiological Homeostasis Modifier
OR2A4,264,337,41.651573181152344,0.05769818,3.2197158,0.0012831772494389824,0.059079436247992625,95,0,0,0.0,95,Tier 2: Physiological Homeostasis Modifier
H2AC15,165,132,25.553104400634766,0.057694145,3.219152,0.0012857032502067076,0.059079436247992625,96,0,0,0.0,96,Tier 2: Physiological Homeostasis Modifier
GOLGA8A,486,710,43.998008728027344,0.057693098,3.2190056,0.0012863597992237026,0.059079436247992625,97,0,0,0.0,97,Tier 2: Physiological Homeostasis Modifier
NUTM2G,215,515,47.41249084472656,0.05767277,3.2161646,0.001299162994833045,0.05950791781947832,98,0,0,0.0,98,Tier 2: Physiological Homeostasis Modifier
LOC128966704,117,114,41.53000259399414,0.05761973,3.208752,0.0013331246542630615,0.06041735040259393,99,0,0,0.0,99,Tier 2: Physiological Homeostasis Modifier
H4C7,295,99,40.23918914794922,0.057588834,3.2044344,0.0013532812776855052,0.0611690278839852,100,0,0,0.0,100,Tier 2: Physiological Homeostasis Modifier
CST2,36,147,37.972530364990234,0.057487734,3.190305,0.0014212271854327854,0.06373571443363625,101,0,0,0.0,101,Tier 2: Physiological Homeostasis Modifier
LBHD1,528,294,45.403114318847656,0.05748021,3.1892533,0.0014264081580544353,0.0638010395708369,102,0,0,0.0,102,Tier 2: Physiological Homeostasis Modifier
C8orf48,482,349,41.844871520996094,0.0574218,3.1810906,0.0014672174018395326,0.06528545795042347,103,0,0,0.0,103,Tier 2: Physiological Homeostasis Modifier
GPR31,510,335,35.82199478149414,0.057323847,3.1674013,0.0015380790328083159,0.067909360595462,104,0,0,0.0,104,Tier 2: Physiological Homeostasis Modifier
LOC124901141,367,104,27.59569549560547,0.057252496,3.1574297,0.0015916661253664326,0.06995785477126032,105,0,0,0.0,105,Tier 2: Physiological Homeostasis Modifier
GOLGA8G,446,719,44.205562591552734,0.057247635,3.1567502,0.0015953795227961552,0.06995785477126032,106,0,0,0.0,106,Tier 2: Physiological Homeostasis Modifier
KRT76,505,764,41.74909210205078,0.057240542,3.155759,0.0016008101728056765,0.06995785477126032,107,0,0,0.0,107,Tier 2: Physiological Homeostasis Modifier
TRMT2B,299,505,43.77150344848633,0.05719588,3.1495173,0.0016354042671281933,0.07092686202575463,108,0,0,0.0,108,Tier 2: Physiological Homeostasis Modifier
GALP,397,119,37.33700942993164,0.05707055,3.1320019,0.0017361876540568327,0.07473022789358694,109,0,0,0.0,109,Tier 2: Physiological Homeostasis Modifier
GOLGA8T,510,706,43.94995880126953,0.057051137,3.129289,0.0017522992373075355,0.07523468229151727,110,0,0,0.0,110,Tier 2: Physiological Homeostasis Modifier
GOLGA8F,514,720,43.52452087402344,0.056989256,3.1206408,0.0018045803350263446,0.07690115850581172,111,0,0,0.0,111,Tier 2: Physiological Homeostasis Modifier
ADAT3,143,372,41.43020248413086,0.05696528,3.11729,0.0018252191825915392,0.07739561835885064,112,0,0,0.0,112,Tier 2: Physiological Homeostasis Modifier
H2AC8,178,146,23.005767822265625,0.056931555,3.1125767,0.0018546180064048536,0.07844805201906555,113,0,0,0.0,113,Tier 2: Physiological Homeostasis Modifier
GOLGA8N,513,724,43.52630615234375,0.05690889,3.1094093,0.0018746180991276544,0.07889126380236705,114,0,0,0.0,114,Tier 2: Physiological Homeostasis Modifier
OR8D2,192,335,42.3538818359375,0.056904055,3.1087334,0.0018789116590605195,0.07889126380236705,115,0,0,0.0,115,Tier 2: Physiological Homeostasis Modifier
H2BC15,155,136,30.580291748046875,0.056860268,3.102614,0.0019181970079213658,0.0801478852260998,116,0,0,0.0,116,Tier 2: Physiological Homeostasis Modifier
GOLGA6B,481,788,43.91551971435547,0.056827486,3.0980325,0.0019481008011498168,0.08080608916343224,117,0,0,0.0,117,Tier 2: Physiological Homeostasis Modifier
OR5B2,125,328,43.734092712402344,0.05664846,3.0730128,0.0021190937757751245,0.08664008466062927,118,0,0,0.0,118,Tier 2: Physiological Homeostasis Modifier
FOLR3,372,249,30.618881225585938,0.056623064,3.0694637,0.0021444344258169682,0.08746739559207259,119,0,0,0.0,119,Tier 2: Physiological Homeostasis Modifier
TAAR2,391,354,43.82695770263672,0.056525007,3.0557597,0.0022449111936744207,0.09113169113468365,120,0,0,0.0,120,Tier 2: Physiological Homeostasis Modifier
H2BC13,192,128,31.534521102905273,0.056429055,3.04235,0.0023473873621594385,0.09439693169284821,121,0,0,0.0,121,Tier 2: Physiological Homeostasis Modifier
MBL2,302,290,38.201107025146484,0.056398056,3.0380177,0.0023813992734858474,0.09531717512636928,122,0,0,0.0,122,Tier 2: Physiological Homeostasis Modifier
SPDYE8,264,278,41.60260772705078,0.0563233,3.0275705,0.0024652821270782564,0.09821569329994793,123,0,0,0.0,123,Tier 2: Physiological Homeostasis Modifier
PRAMEF5,117,520,42.62335968017578,0.05631262,3.0260777,0.0024774858989012063,0.09847287919739342,124,0,0,0.0,124,Tier 2: Physiological Homeostasis Modifier
GOLGA8R,514,705,43.510128021240234,0.05630556,3.0250912,0.002485581887965652,0.09856597991374905,125,0,0,0.0,125,Tier 2: Physiological Homeostasis Modifier
ENSG00000236543,488,190,28.129928588867188,0.056290157,3.0229385,0.0025033312017672137,0.0988123659388805,126,0,0,0.0,126,Tier 2: Physiological Homeostasis Modifier
OR8G1,120,332,41.4715576171875,0.056279384,3.0214329,0.0025158141289333322,0.09907680883392395,127,0,0,0.0,127,Tier 2: Physiological Homeostasis Modifier
GABRR3,522,473,41.46321487426758,0.056225535,3.0139072,0.002579066861674527,0.1007705537756398,128,0,0,0.0,128,Tier 3: Peripheral Omnibus Modifier
PCDHB2,387,999,41.575069427490234,0.05622277,3.013521,0.00258235205811137,0.1007705537756398,129,0,0,0.0,129,Tier 3: Peripheral Omnibus Modifier
PCDHB5,394,1043,41.516197204589844,0.05621144,3.0119376,0.002595859368259854,0.10106742463104446,130,0,0,0.0,130,Tier 3: Peripheral Omnibus Modifier
GOLGA8Q,510,716,43.93704605102539,0.05617531,3.0068882,0.0026393685608839218,0.10206551425847057,131,0,0,0.0,131,Tier 3: Peripheral Omnibus Modifier
PLXNB3,333,1978,41.65673065185547,0.05613246,3.0008993,0.0026918355532214847,0.10385998842846228,132,0,0,0.0,132,Tier 3: Peripheral Omnibus Modifier
CT45A9,46,199,40.51816177368164,0.05609438,2.9955776,0.002739256165607664,0.10545212892814582,133,0,0,0.0,133,Tier 3: Peripheral Omnibus Modifier
ADAM29,602,931,41.325233459472656,0.05601039,2.98384,0.002846555912320339,0.10918315037939787,134,0,0,0.0,134,Tier 3: Peripheral Omnibus Modifier
GOLGA8H,509,703,43.94755935668945,0.055935126,2.9733212,0.002945959892388044,0.11245657608739898,135,0,0,0.0,135,Tier 3: Peripheral Omnibus Modifier
OR4D2,272,311,41.85462951660156,0.055934004,2.9731646,0.002947463817829791,0.11245657608739898,136,0,0,0.0,136,Tier 3: Peripheral Omnibus Modifier
OR8K5,247,322,41.38114929199219,0.055892102,2.9673085,0.0030041933923357824,0.11406781297289016,137,0,0,0.0,137,Tier 3: Peripheral Omnibus Modifier
GOLGA8O,511,712,43.930179595947266,0.055887792,2.9667063,0.003010083693937905,0.11406781297289016,138,0,0,0.0,138,Tier 3: Peripheral Omnibus Modifier
SYCE1,656,282,42.50079345703125,0.055883233,2.966069,0.003016328251515921,0.11406781297289016,139,0,0,0.0,139,Tier 3: Peripheral Omnibus Modifier
FAM236B,88,110,39.718021392822266,0.055830043,2.9586353,0.0030900452971181812,0.11659816296240433,140,0,0,0.0,140,Tier 3: Peripheral Omnibus Modifier
OR6A2,492,342,41.73617172241211,0.05581358,2.9563348,0.00311318924937397,0.11721328578247359,141,0,0,0.0,141,Tier 3: Peripheral Omnibus Modifier
CCL7,336,136,38.39303207397461,0.055782378,2.951974,0.003157496030715023,0.11836119147085133,142,0,0,0.0,142,Tier 3: Peripheral Omnibus Modifier
SNTG2,444,561,41.09938430786133,0.05574958,2.9473903,0.003204684165257837,0.11986778260924019,143,0,0,0.0,143,Tier 3: Peripheral Omnibus Modifier
HLA-DRB5,89,289,40.72849655151367,0.05561724,2.9288952,0.0034016905478194467,0.12566471802092055,144,0,0,0.0,144,Tier 3: Peripheral Omnibus Modifier
OR5W2,179,329,41.61930847167969,0.05561594,2.9287136,0.0034036792459113383,0.12566471802092055,145,0,0,0.0,145,Tier 3: Peripheral Omnibus Modifier
OR5T2,182,338,43.5170783996582,0.055603396,2.9269605,0.0034229238571137507,0.12610345934670036,146,0,0,0.0,146,Tier 3: Peripheral Omnibus Modifier
DYNAP,450,196,41.27058792114258,0.055578407,2.923468,0.0034615567799692187,0.12698057644036978,147,0,0,0.0,147,Tier 3: Peripheral Omnibus Modifier
KCNRG,533,294,41.53012466430664,0.05555369,2.920014,0.0035001576848313542,0.12784904328112137,148,0,0,0.0,148,Tier 3: Peripheral Omnibus Modifier
OR10A2,268,314,41.82954406738281,0.055529714,2.9166632,0.003537976138365334,0.1289554664390139,149,0,0,0.0,149,Tier 3: Peripheral Omnibus Modifier
CPNE7,523,598,40.19768524169922,0.055505026,2.9132128,0.0035773075817700562,0.12956206381247956,150,0,0,0.0,150,Tier 3: Peripheral Omnibus Modifier
OR5V1,198,331,41.95832824707031,0.05544004,2.9041305,0.0036827466942429376,0.13226233463118608,151,0,0,0.0,151,Tier 3: Peripheral Omnibus Modifier
SPOCK3,558,438,41.274627685546875,0.05539726,2.898152,0.0037536848541434914,0.13424712992971222,152,0,0,0.0,152,Tier 3: Peripheral Omnibus Modifier
IFITM10,424,244,31.825815200805664,0.055299282,2.8844593,0.00392086490213655,0.1396412025593625,153,0,0,0.0,153,Tier 3: Peripheral Omnibus Modifier
DEFB115,498,92,38.736305236816406,0.055198316,2.8703487,0.004100193761061074,0.14423084049432702,154,0,0,0.0,154,Tier 3: Peripheral Omnibus Modifier
PRAMEF8,149,520,42.79463195800781,0.055172667,2.8667643,0.004146917225501732,0.1449813040613677,155,0,0,0.0,155,Tier 3: Peripheral Omnibus Modifier
OR5B21,404,323,41.043975830078125,0.055080228,2.8538454,0.0043193551228500274,0.15022533529256812,156,0,0,0.0,156,Tier 3: Peripheral Omnibus Modifier
OR11A1,239,329,41.58979034423828,0.055078194,2.8535612,0.004323220494964456,0.15022533529256812,157,0,0,0.0,157,Tier 3: Peripheral Omnibus Modifier
CFAP97D2,604,103,24.738544464111328,0.055022117,2.845724,0.004431056755699421,0.15304119613283623,158,0,0,0.0,158,Tier 3: Peripheral Omnibus Modifier
FAM3A,398,218,35.878379821777344,0.055000335,2.84268,0.004473596494226622,0.1541995604478798,159,0,0,0.0,159,Tier 3: Peripheral Omnibus Modifier
H2AC13,294,136,25.704160690307617,0.054906446,2.8295586,0.004661226141954599,0.16034430730486796,160,0,0,0.0,160,Tier 3: Peripheral Omnibus Modifier
ABCA9,487,1716,43.604949951171875,0.054692715,2.7996888,0.005115189130243014,0.17421134192881327,161,0,0,0.0,161,Tier 3: Peripheral Omnibus Modifier
H2AC16,170,132,41.32058334350586,0.054590028,2.7853377,0.005347200362555422,0.17996638391146746,162,0,0,0.0,162,Tier 3: Peripheral Omnibus Modifier
OR1J4,268,322,41.56441116333008,0.05457067,2.7826326,0.00539198285211575,0.18076451862750315,163,0,0,0.0,163,Tier 3: Peripheral Omnibus Modifier
PNLIPRP1,549,469,41.32077407836914,0.054567747,2.782224,0.005398777347997048,0.18076451862750315,164,0,0,0.0,164,Tier 3: Peripheral Omnibus Modifier
HLA-DPB1,309,296,40.32793045043945,0.05453154,2.777164,0.005483550588122707,0.18240525267015553,165,0,0,0.0,165,Tier 3: Peripheral Omnibus Modifier
SIGLEC11,111,714,41.175235748291016,0.054329596,2.7489414,0.005978807015950442,0.19621253446407474,166,0,0,0.0,166,Tier 3: Peripheral Omnibus Modifier
GDPD4,500,569,41.745635986328125,0.054250304,2.7378597,0.006184044683974868,0.20140469483112824,167,0,0,0.0,167,Tier 3: Peripheral Omnibus Modifier
OR1Q1,394,322,41.79425811767578,0.0542177,2.7333033,0.006270256141537861,0.20382496766733416,168,0,0,0.0,168,Tier 3: Peripheral Omnibus Modifier
H4C9,261,104,41.609107971191406,0.054177005,2.727616,0.006379380929426826,0.20658823195087136,169,0,0,0.0,169,Tier 3: Peripheral Omnibus Modifier
MMP19,700,534,41.887550354003906,0.054130286,2.7210867,0.0065067685491139865,0.2091866180598581,170,0,0,0.0,170,Tier 3: Peripheral Omnibus Modifier
