gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,composite_rank,tier
CTSV,151,335,41.36888122558594,0.05993821,5.6316795,1.7846306433519418e-08,3.993965055081195e-06,26,0,0,0.0,26,Tier 0: Core Bottleneck Transducer
OR2J3,87,353,41.73680114746094,0.059757307,5.5994973,2.149742589146214e-08,4.610361341285391e-06,27,0,0,0.0,27,Tier 0: Core Bottleneck Transducer
NLRP7,82,934,44.798095703125,0.059553348,5.5632133,2.6485175771925336e-08,5.6014511870228755e-06,28,0,0,0.0,28,Tier 0: Core Bottleneck Transducer
LCE2A,68,136,40.731170654296875,0.059091527,5.4810557,4.227952485419676e-08,8.361249545809501e-06,29,0,0,0.0,29,Tier 0: Core Bottleneck Transducer
KIAA1210,141,2020,42.32639694213867,0.058739223,5.418381,6.014107583426411e-08,1.1576143484458187e-05,30,0,0,0.0,30,Tier 0: Core Bottleneck Transducer
IFNW1,95,217,40.97352600097656,0.05836621,5.3520226,8.697650968657234e-08,1.6021447176781404e-05,31,0,0,0.0,31,Tier 0: Core Bottleneck Transducer
CTSL,123,336,41.159732818603516,0.057789553,5.2494364,1.5256527853558782e-07,2.6289820571920283e-05,32,0,0,0.0,32,Tier 0: Core Bottleneck Transducer
PCDHB9,116,867,41.20690155029297,0.05753345,5.203876,1.9517424380300913e-07,3.2461456025139315e-05,33,0,0,0.0,33,Tier 0: Core Bottleneck Transducer
CCDC166,185,643,42.602481842041016,0.05745198,5.189382,2.1099307179014135e-07,3.4183187410582124e-05,34,0,0,0.0,34,Tier 0: Core Bottleneck Transducer
LOC124902601,143,354,41.20492935180664,0.05715195,5.136008,2.8063603685074525e-07,4.370523588445561e-05,35,0,0,0.0,35,Tier 0: Core Bottleneck Transducer
OR1A1,145,318,43.649810791015625,0.05714019,5.1339154,2.8377565692971335e-07,4.37960430528191e-05,36,0,0,0.0,36,Tier 0: Core Bottleneck Transducer
IGSF5,91,430,42.28203582763672,0.05669554,5.054813,4.308128842763667e-07,6.36228924184348e-05,37,0,0,0.0,37,Tier 0: Core Bottleneck Transducer
C9orf57,43,144,23.13958740234375,0.056327876,4.989406,6.056520241775219e-07,8.435304736735877e-05,38,0,0,0.0,38,Tier 0: Core Bottleneck Transducer
LOC128966704,117,114,41.53000259399414,0.05619649,4.9660325,6.833650581620131e-07,9.12065405331968e-05,39,0,0,0.0,39,Tier 0: Core Bottleneck Transducer
KRTAP1-1,63,207,38.198509216308594,0.055925366,4.9178,8.752228686590198e-07,0.00011201759224072751,40,0,0,0.0,40,Tier 0: Core Bottleneck Transducer
H2BC12,173,128,30.879257202148438,0.055924125,4.917579,8.762102247538081e-07,0.00011201759224072751,41,0,0,0.0,41,Tier 0: Core Bottleneck Transducer
OR4C11,233,348,40.37413024902344,0.055581424,4.856613,1.1941055319695442e-06,0.00014454483746988096,42,0,0,0.0,42,Tier 0: Core Bottleneck Transducer
OR52A1,138,391,41.34619903564453,0.055577666,4.8559446,1.1981417851102154e-06,0.00014454483746988096,43,0,0,0.0,43,Tier 0: Core Bottleneck Transducer
KLRC1,199,219,42.17784118652344,0.055552408,4.8514514,1.225612464879556e-06,0.00014479977335070117,44,0,0,0.0,44,Tier 0: Core Bottleneck Transducer
LOC112267855,52,288,41.013702392578125,0.055384953,4.821661,1.4236774871168986e-06,0.00016477576512521395,45,0,0,0.0,45,Tier 0: Core Bottleneck Transducer
NLRP11,205,1030,39.688148498535156,0.055288155,4.804441,1.5518447090477589e-06,0.0001748990244124813,46,0,0,0.0,46,Tier 0: Core Bottleneck Transducer
GPR148,199,366,38.672691345214844,0.05519119,4.787191,1.691319286776648e-06,0.00018814279676474517,47,0,0,0.0,47,Tier 0: Core Bottleneck Transducer
OR2J2,108,328,41.97846984863281,0.055165462,4.782614,1.7302999812170122e-06,0.00019084815794216073,48,0,0,0.0,48,Tier 0: Core Bottleneck Transducer
ENSG00000283599,195,652,43.27972412109375,0.054872774,4.730545,2.239178345043166e-06,0.00023108050740321975,49,0,0,0.0,49,Tier 0: Core Bottleneck Transducer
ENSG00000286615,60,151,44.161277770996094,0.05467264,4.6949415,2.6668300575583375e-06,0.0002625601477932867,50,0,0,0.0,50,Tier 0: Core Bottleneck Transducer
KRTAP19-5,98,118,41.08671951293945,0.054599766,4.6819777,2.8412032756723618e-06,0.00027812944751738985,51,0,0,0.0,51,Tier 0: Core Bottleneck Transducer
LOC107984732,80,93,42.275367736816406,0.054195393,4.61004,4.025911387145174e-06,0.0003831549331843554,52,0,0,0.0,52,Tier 0: Core Bottleneck Transducer
DEPDC4,111,494,41.50355529785156,0.05416697,4.604984,4.124979577799191e-06,0.00039041450357612124,53,0,0,0.0,53,Tier 0: Core Bottleneck Transducer
LINC00390,180,87,40.12995910644531,0.05363509,4.510363,6.471675512124424e-06,0.0005774285062406433,54,0,0,0.0,54,Tier 0: Core Bottleneck Transducer
KRTAP19-8,89,70,42.082191467285156,0.05332303,4.4548483,8.395253861355326e-06,0.0007300461619232391,55,0,0,0.0,55,Tier 0: Core Bottleneck Transducer
C1GALT1C1L,179,321,42.78871154785156,0.05315486,4.4249306,9.647330448107526e-06,0.0008181930141550146,56,0,0,0.0,56,Tier 0: Core Bottleneck Transducer
ODF4,217,278,42.3846549987793,0.053063456,4.40867,1.0400738741362329e-05,0.0008649274532926119,57,0,0,0.0,57,Tier 0: Core Bottleneck Transducer
HMGN5,160,326,40.28534698486328,0.052778684,4.3580093,1.3125078499386027e-05,0.0010556137078543755,58,0,0,0.0,58,Tier 0: Core Bottleneck Transducer
CARD18,131,97,22.35338592529297,0.052708916,4.345598,1.3889660218374844e-05,0.001106715205585951,59,0,0,0.0,59,Tier 0: Core Bottleneck Transducer
OR13C2,140,321,41.24225616455078,0.052668743,4.3384514,1.4349021566844091e-05,0.001132779209500489,60,0,0,0.0,60,Tier 0: Core Bottleneck Transducer
LOC105375012,53,112,38.84001159667969,0.0526039,4.3269157,1.5121177163133305e-05,0.00118283509580656,61,0,0,0.0,61,Tier 0: Core Bottleneck Transducer
MAP1LC3BP1,38,151,29.442493438720703,0.052380845,4.287235,1.8091105432987065e-05,0.0013774165652111173,62,0,0,0.0,62,Tier 0: Core Bottleneck Transducer
TRMT2B,299,505,43.77150344848633,0.052317962,4.2760477,1.9024047349543272e-05,0.0014420396245355123,63,0,0,0.0,63,Tier 0: Core Bottleneck Transducer
IGFL4,148,134,39.08162307739258,0.052275904,4.2685657,1.9673392455870366e-05,0.0014781793252698035,64,0,0,0.0,64,Tier 0: Core Bottleneck Transducer
EDDM3A,293,148,42.06791305541992,0.051976904,4.215374,2.4936459500636745e-05,0.0017652334202702812,65,0,0,0.0,65,Tier 0: Core Bottleneck Transducer
LDHAL6A,144,341,43.37372970581055,0.05192097,4.2054234,2.6059389219806717e-05,0.0018296040849365117,66,0,0,0.0,66,Tier 0: Core Bottleneck Transducer
OR5T3,192,331,42.063663482666016,0.05189625,4.201026,2.6570811468437226e-05,0.0018578962092481556,67,0,0,0.0,67,Tier 0: Core Bottleneck Transducer
OR5AN1,139,397,41.884056091308594,0.05183553,4.1902237,2.786795816471246e-05,0.0019301563383706576,68,0,0,0.0,68,Tier 0: Core Bottleneck Transducer
ARHGAP40,329,735,41.64915466308594,0.051823482,4.1880803,2.81323971533542e-05,0.0019329829134487973,69,0,0,0.0,69,Tier 0: Core Bottleneck Transducer
SPATA31D1,71,1655,42.254478454589844,0.05143852,4.1195965,3.795364793465551e-05,0.0025393638839088266,70,0,0,0.0,70,Tier 0: Core Bottleneck Transducer
CST2,36,147,37.972530364990234,0.05143187,4.118413,3.8149058854387296e-05,0.0025393638839088266,71,0,0,0.0,71,Tier 0: Core Bottleneck Transducer
SP140L,38,583,41.78437042236328,0.051428653,4.117841,3.824387846876874e-05,0.0025393638839088266,72,0,0,0.0,72,Tier 0: Core Bottleneck Transducer
GBP2,154,607,41.84792709350586,0.051197816,4.076775,4.566462673224468e-05,0.002918957912500312,73,0,0,0.0,73,Tier 0: Core Bottleneck Transducer
SSX4B,85,230,42.076416015625,0.051031623,4.0472097,5.183179473893878e-05,0.0033008567868875846,74,0,0,0.0,74,Tier 0: Core Bottleneck Transducer
CLPSL1,126,91,43.33734130859375,0.050825007,4.010453,6.060230598054727e-05,0.0037751931045554737,75,0,0,0.0,75,Tier 0: Core Bottleneck Transducer
H2BW1,118,179,40.32024383544922,0.05061458,3.9730184,7.09675624146605e-05,0.0043419475418769605,76,0,0,0.0,76,Tier 0: Core Bottleneck Transducer
GNG14,191,107,31.974529266357422,0.05039453,3.933872,8.358831403096833e-05,0.00502439090408603,77,0,0,0.0,77,Tier 0: Core Bottleneck Transducer
OR2AG2,174,317,41.42439651489258,0.050309926,3.9188209,8.898321759524556e-05,0.005329970281902628,78,0,0,0.0,78,Tier 0: Core Bottleneck Transducer
OR12D2,123,308,41.67377853393555,0.050183658,3.896358,9.765001127858477e-05,0.005808480358379985,79,0,0,0.0,79,Tier 0: Core Bottleneck Transducer
LOC124903206,61,192,37.894466400146484,0.049956992,3.8560345,0.00011524122264719012,0.006692194525996658,80,0,0,0.0,80,Tier 0: Core Bottleneck Transducer
CDKN1C,146,425,38.83369445800781,0.04972801,3.8152988,0.00013601824738863961,0.00769019338618741,81,0,0,0.0,81,Tier 0: Core Bottleneck Transducer
COA6,130,176,41.2883186340332,0.049717527,3.813434,0.00013704920022812608,0.007722992924697461,82,0,0,0.0,82,Tier 0: Core Bottleneck Transducer
TAS2R14,179,384,41.2608528137207,0.049674667,3.8058093,0.0001413412811949313,0.007924419164145416,83,0,0,0.0,83,Tier 0: Core Bottleneck Transducer
DHRS2,275,285,41.50067901611328,0.04966942,3.8048754,0.00014187560565745666,0.007924419164145416,84,0,0,0.0,84,Tier 0: Core Bottleneck Transducer
ADGRE2,123,843,42.551292419433594,0.049573857,3.7878752,0.00015194114687982457,0.00845098632207232,85,0,0,0.0,85,Tier 0: Core Bottleneck Transducer
TTLL2,124,600,41.24453353881836,0.049469944,3.7693892,0.00016364756671731126,0.008985405337930318,86,0,0,0.0,86,Tier 0: Core Bottleneck Transducer
APOL4,69,358,35.538421630859375,0.04944295,3.7645872,0.0001668244697444164,0.0090438923771886,87,0,0,0.0,87,Tier 0: Core Bottleneck Transducer
KLRC3,154,245,42.500091552734375,0.049039137,3.6927493,0.00022184272541985963,0.011551330483792144,88,0,0,0.0,88,Tier 1: Primary Regulatory Effector
FGFBP1,642,273,39.9847526550293,0.048806865,3.6514285,0.0002607857459000352,0.0133758102186033,89,0,0,0.0,89,Tier 1: Primary Regulatory Effector
FPR3,261,355,40.86878204345703,0.04877827,3.6463413,0.00026600060445879217,0.01352182894653878,90,0,0,0.0,90,Tier 1: Primary Regulatory Effector
CYP3A5,90,502,44.814796447753906,0.048773862,3.6455572,0.0002668130937437705,0.013523003280841812,91,0,0,0.0,91,Tier 1: Primary Regulatory Effector
OR2AG1,198,323,41.35437774658203,0.048568238,3.6089768,0.0003074070483321891,0.01520069469543842,92,0,0,0.0,92,Tier 1: Primary Regulatory Effector
OR5K3,153,321,44.732086181640625,0.048565898,3.6085608,0.0003079003595421827,0.01520069469543842,93,0,0,0.0,93,Tier 1: Primary Regulatory Effector
OR6C3,211,311,41.6968994140625,0.048553735,3.606397,0.0003104781189391357,0.015283909929730844,94,0,0,0.0,94,Tier 1: Primary Regulatory Effector
KRBOX1,239,141,39.723960876464844,0.048547905,3.6053598,0.0003117207532199675,0.015299188029976797,95,0,0,0.0,95,Tier 1: Primary Regulatory Effector
UGT3A1,187,526,42.052001953125,0.048326507,3.5659733,0.0003625083053567845,0.017493323321315705,96,0,0,0.0,96,Tier 1: Primary Regulatory Effector
ITIH6,242,1525,41.37443923950195,0.04828467,3.5585303,0.00037293573062297794,0.017895691880398416,97,0,0,0.0,97,Tier 1: Primary Regulatory Effector
RWDD2B,306,319,42.0721549987793,0.048168786,3.537915,0.00040329987785232455,0.019119025553708986,98,0,0,0.0,98,Tier 1: Primary Regulatory Effector
OOSP1,335,193,38.184810638427734,0.04816414,3.5370886,0.00040456387431347127,0.019119025553708986,99,0,0,0.0,99,Tier 1: Primary Regulatory Effector
OR5AK2,171,334,42.67073059082031,0.048022542,3.5118985,0.0004449178557684509,0.02071165159556884,100,0,0,0.0,100,Tier 1: Primary Regulatory Effector
C1orf202,130,177,31.879169464111328,0.047870174,3.4847922,0.0004925193137707845,0.022499595637886158,101,0,0,0.0,101,Tier 1: Primary Regulatory Effector
SPEM3,271,1585,42.077999114990234,0.047838483,3.4791546,0.0005029983404265236,0.022796668174843302,102,0,0,0.0,102,Tier 1: Primary Regulatory Effector
SLFN5,342,934,42.659549713134766,0.047777735,3.4683475,0.000523669553673915,0.02348424901567497,103,0,0,0.0,103,Tier 1: Primary Regulatory Effector
PNMA6F,77,701,40.945194244384766,0.04770604,3.4555933,0.0005490830266517444,0.024432055401483202,104,0,0,0.0,104,Tier 1: Primary Regulatory Effector
TAS2R30,116,342,42.46677017211914,0.047672953,3.449707,0.000561195229125507,0.02490630950815819,105,0,0,0.0,105,Tier 1: Primary Regulatory Effector
RNF224,47,159,25.475692749023438,0.047653336,3.446217,0.0005684935316542211,0.025165019872786725,106,0,0,0.0,106,Tier 1: Primary Regulatory Effector
CST5,118,176,40.20714569091797,0.047551375,3.4280784,0.0006078698565268806,0.026564843143270386,107,0,0,0.0,107,Tier 1: Primary Regulatory Effector
LOC124903972,40,219,26.613605499267578,0.047539048,3.4258854,0.0006127987877474204,0.02671210186488819,108,0,0,0.0,108,Tier 1: Primary Regulatory Effector
FAM90A27P,169,619,37.68187713623047,0.04749166,3.417455,0.0006320955241997893,0.027344516224915634,109,0,0,0.0,109,Tier 1: Primary Regulatory Effector
H2BC10,194,126,27.47334098815918,0.047373064,3.396357,0.000682892143374683,0.029173629197385774,110,0,0,0.0,110,Tier 1: Primary Regulatory Effector
OR2D3,297,356,41.53977966308594,0.047329452,3.3885987,0.000702507458633011,0.02986266817330549,111,0,0,0.0,111,Tier 1: Primary Regulatory Effector
MOAP1,351,370,41.39531707763672,0.047055475,3.3398585,0.0008382107665742157,0.03502289912727534,112,0,0,0.0,112,Tier 1: Primary Regulatory Effector
DMBT1,99,1193,42.80018615722656,0.04696223,3.3232706,0.0008896857763727991,0.036814509746479276,113,0,0,0.0,113,Tier 1: Primary Regulatory Effector
OR2AJ1,206,347,41.40704345703125,0.046937894,3.318941,0.0009035948117736143,0.037210295001186985,114,0,0,0.0,114,Tier 1: Primary Regulatory Effector
OR56A3,226,316,40.61770248413086,0.046898823,3.3119903,0.0009263477066708414,0.03796474297363202,115,0,0,0.0,115,Tier 1: Primary Regulatory Effector
LOC124902898,25,251,41.75572967529297,0.04686548,3.3060584,0.0009461836248908184,0.038685135269700736,116,0,0,0.0,116,Tier 1: Primary Regulatory Effector
SPATA31D3,63,956,43.42075729370117,0.046837244,3.3010356,0.0009632864437506436,0.039290619209267325,117,0,0,0.0,117,Tier 1: Primary Regulatory Effector
CYP3A43,100,506,42.69158172607422,0.046738338,3.28344,0.0010254843033885195,0.04133546259140877,118,0,0,0.0,118,Tier 1: Primary Regulatory Effector
KLRC4,176,161,41.83046340942383,0.046623074,3.262935,0.0011026483669078484,0.04403139667482133,119,0,0,0.0,119,Tier 1: Primary Regulatory Effector
ADAT3,143,372,41.43020248413086,0.04657701,3.2547402,0.0011349612311878793,0.04511141728881568,120,0,0,0.0,120,Tier 1: Primary Regulatory Effector
OR5W2,179,329,41.61930847167969,0.046566106,3.2528005,0.0011427371056591132,0.0452601793675294,121,0,0,0.0,121,Tier 1: Primary Regulatory Effector
OR9A1P,197,319,41.81719970703125,0.04656436,3.2524896,0.0011439879555274197,0.0452601793675294,122,0,0,0.0,122,Tier 1: Primary Regulatory Effector
CXorf49B,162,617,37.362701416015625,0.046550643,3.2500496,0.0011538488556922177,0.045545126144846494,123,0,0,0.0,123,Tier 1: Primary Regulatory Effector
INMT,205,265,36.907249450683594,0.0465009,3.2412002,0.0011902755625892076,0.04666043629912063,124,0,0,0.0,124,Tier 1: Primary Regulatory Effector
FNDC4,64,235,38.4760627746582,0.046492387,3.2396858,0.001196614884154085,0.04680184835717724,125,0,0,0.0,125,Tier 1: Primary Regulatory Effector
OR4D10,138,321,42.94969940185547,0.04647613,3.2367938,0.0012088074102926934,0.047171024477731506,126,0,0,0.0,126,Tier 1: Primary Regulatory Effector
SLC3A2,173,611,37.44427490234375,0.046461865,3.234256,0.001219600701319463,0.047484044577963,127,0,0,0.0,127,Tier 1: Primary Regulatory Effector
KIR2DL3,46,341,41.40265655517578,0.046186853,3.1853318,0.001445881165788046,0.054678565675750586,128,0,0,0.0,128,Tier 2: Physiological Homeostasis Modifier
OR6K3,193,339,41.054283142089844,0.046163224,3.1811283,0.0014670266252704712,0.05511323052085185,129,0,0,0.0,129,Tier 2: Physiological Homeostasis Modifier
ULBP3,91,293,41.78419876098633,0.045947943,3.1428301,0.0016732291020631431,0.06159724443056695,130,0,0,0.0,130,Tier 2: Physiological Homeostasis Modifier
OR56B1,256,339,41.51834487915039,0.04581369,3.1189468,0.0018149873461509433,0.06597154653489339,131,0,0,0.0,131,Tier 2: Physiological Homeostasis Modifier
MR1,437,349,41.89963912963867,0.045678493,3.0948951,0.0019688249978139804,0.06983010566780806,132,0,0,0.0,132,Tier 2: Physiological Homeostasis Modifier
FMO2,642,539,41.437618255615234,0.045517337,3.0662258,0.0021677956192009775,0.07604073065021856,133,0,0,0.0,133,Tier 2: Physiological Homeostasis Modifier
PTPRH,163,1219,39.26538848876953,0.045465786,3.057055,0.002235232609071502,0.07798731125459045,134,0,0,0.0,134,Tier 2: Physiological Homeostasis Modifier
SIRPA,101,303,41.05718994140625,0.0453677,3.0396054,0.0023688831356588375,0.08198249898378089,135,0,0,0.0,135,Tier 2: Physiological Homeostasis Modifier
SSTR4,385,391,38.01694107055664,0.045300998,3.0277393,0.0024639055799520284,0.08424983331368902,136,0,0,0.0,136,Tier 2: Physiological Homeostasis Modifier
CT45A2,110,189,39.569061279296875,0.045256976,3.019908,0.002528515185944479,0.08594443184606125,137,0,0,0.0,137,Tier 2: Physiological Homeostasis Modifier
CXorf49,169,606,37.62976837158203,0.04519269,3.0084713,0.0026256564325063967,0.08836958810465045,138,0,0,0.0,138,Tier 2: Physiological Homeostasis Modifier
UGT3A2,213,553,41.683982849121094,0.045136638,2.9985,0.0027131205953970132,0.09095590786643099,139,0,0,0.0,139,Tier 2: Physiological Homeostasis Modifier
OR5M10,175,319,43.483795166015625,0.04511566,2.9947681,0.002746535287714621,0.09170626568248513,140,0,0,0.0,140,Tier 2: Physiological Homeostasis Modifier
HHLA2,469,466,42.61268997192383,0.045112524,2.9942102,0.0027515626969118767,0.09170626568248513,141,0,0,0.0,141,Tier 2: Physiological Homeostasis Modifier
OR6C6,187,347,41.54310607910156,0.045093786,2.9908767,0.00278177812950231,0.09235395569089935,142,0,0,0.0,142,Tier 2: Physiological Homeostasis Modifier
REG4,617,182,41.52639389038086,0.04503368,2.9801836,0.002880756633852458,0.09515098936997005,143,0,0,0.0,143,Tier 2: Physiological Homeostasis Modifier
NLRP2,150,1071,41.97826385498047,0.045032524,2.979978,0.002882690063803307,0.09515098936997005,144,0,0,0.0,144,Tier 2: Physiological Homeostasis Modifier
OR1A2,130,313,41.599578857421875,0.044897396,2.9559393,0.00311718438853167,0.10113728363624248,145,0,0,0.0,145,Tier 3: Peripheral Omnibus Modifier
TARP,227,87,38.832515716552734,0.044771586,2.9335577,0.0033510130916584707,0.10750225706591995,146,0,0,0.0,146,Tier 3: Peripheral Omnibus Modifier
DGLUCY,393,634,37.90330505371094,0.0445164,2.8881605,0.0038750213023047157,0.12121758042632401,147,0,0,0.0,147,Tier 3: Peripheral Omnibus Modifier
FAM240A,636,105,36.52168273925781,0.04440115,2.8676577,0.004135227119328157,0.12810230701846412,148,0,0,0.0,148,Tier 3: Peripheral Omnibus Modifier
OR52I2,164,327,42.287803649902344,0.044284124,2.846839,0.004415569450736493,0.13531864089546844,149,0,0,0.0,149,Tier 3: Peripheral Omnibus Modifier
NXPE1,286,574,40.95040512084961,0.044244982,2.8398757,0.004513111597093898,0.13713760962866656,150,0,0,0.0,150,Tier 3: Peripheral Omnibus Modifier
HBA1,115,174,34.6973876953125,0.044244252,2.8397458,0.004514950197336287,0.13713760962866656,151,0,0,0.0,151,Tier 3: Peripheral Omnibus Modifier
SELENON,185,564,45.3939323425293,0.044185907,2.8293662,0.004664029663018687,0.14116518048970517,152,0,0,0.0,152,Tier 3: Peripheral Omnibus Modifier
OR5P2,155,331,42.348838806152344,0.04397251,2.7914033,0.005248003741791335,0.1564038862311111,153,0,0,0.0,153,Tier 3: Peripheral Omnibus Modifier
MUC15,170,380,39.85184097290039,0.04397193,2.7913,0.0052496780446494,0.1564038862311111,154,0,0,0.0,154,Tier 3: Peripheral Omnibus Modifier
PILRA,200,348,40.279361724853516,0.043952994,2.7879314,0.005304576824546973,0.15776511385644826,155,0,0,0.0,155,Tier 3: Peripheral Omnibus Modifier
CHI3L2,271,400,42.759674072265625,0.043836284,2.767169,0.0056545434069811855,0.1673022160708026,156,0,0,0.0,156,Tier 3: Peripheral Omnibus Modifier
SOD2,675,263,42.13357925415039,0.04377156,2.7556548,0.005857477768459167,0.1727098995722444,157,0,0,0.0,157,Tier 3: Peripheral Omnibus Modifier
TEX13A,223,497,40.164527893066406,0.04372783,2.747875,0.005998287678990601,0.1759531955972397,158,0,0,0.0,158,Tier 3: Peripheral Omnibus Modifier
RTL10,223,365,45.20752716064453,0.043721873,2.7468152,0.006017703032398278,0.1760253998428846,159,0,0,0.0,159,Tier 3: Peripheral Omnibus Modifier
CYP39A1,686,484,41.092891693115234,0.04372077,2.7466192,0.006021299650220674,0.1760253998428846,160,0,0,0.0,160,Tier 3: Peripheral Omnibus Modifier
TNFRSF10A,110,521,40.94447326660156,0.043695047,2.742043,0.0061058344506650436,0.17739670962253262,161,0,0,0.0,161,Tier 3: Peripheral Omnibus Modifier
MMP26,203,264,41.029624938964844,0.0436939,2.741839,0.006109629249739902,0.17739670962253262,162,0,0,0.0,162,Tier 3: Peripheral Omnibus Modifier
NCR2,218,318,41.99970626831055,0.04368418,2.74011,0.006141863972347441,0.1777301886998041,163,0,0,0.0,163,Tier 3: Peripheral Omnibus Modifier
OR10A3,197,327,42.693058013916016,0.043656092,2.735113,0.006235888275506844,0.17954117991211388,164,0,0,0.0,164,Tier 3: Peripheral Omnibus Modifier
CTSG,360,274,31.41299819946289,0.043579314,2.7214541,0.0064995401926033125,0.18650523122192184,165,0,0,0.0,165,Tier 3: Peripheral Omnibus Modifier
H3C15,148,136,25.408161163330078,0.043551102,2.7164354,0.0065989065302666655,0.1887243201502475,166,0,0,0.0,166,Tier 3: Peripheral Omnibus Modifier
H3C14,152,136,25.518199920654297,0.043497533,2.7069054,0.006791361381487026,0.19341299274330287,167,0,0,0.0,167,Tier 3: Peripheral Omnibus Modifier
ADH7,342,380,40.92622756958008,0.0433942,2.6885228,0.007176893097385017,0.20288342516716623,168,0,0,0.0,168,Tier 3: Peripheral Omnibus Modifier
OR11H1,174,350,41.8392448425293,0.043341912,2.6792207,0.007379374272631287,0.20777597006273038,169,0,0,0.0,169,Tier 3: Peripheral Omnibus Modifier
CT45A8,100,198,39.608238220214844,0.043280646,2.6683216,0.007623124850597385,0.2137344546899899,170,0,0,0.0,170,Tier 3: Peripheral Omnibus Modifier
